Probe Name	 brain_MD_12	 brain_MD_61	 brain_MD_15	 brain_MD_57	 brain_MD_33	 brain_MD_64	 brain_MD_17	 brain_MD_62	 brain_MD_63	 brain_MD_32	 brain_MGlio_1	 brain_MGlio_2	 brain_MGlio_3	 brain_MGlio_4	 brain_MGlio_5	 brain_MGlio_6	 brain_MGlio_7	 brain_MGlio_8	 brain_MGlio_9	 brain_MGlio_10	 brain_Rhab_1	 brain_Rhab_2	 brain_Rhab_3	 brain_Rhab_4	 brain_Rhab_5	 brain_Rhab_6	 brain_Rhab_7	 brain_Rhab_8	 brain_Rhab_9	 brain_Rhab_10	 brain_Ncer_1	 brain_Ncer_2	 brain_Ncer_3	 brain_Ncer_4	 brain_PNET_1	 brain_PNET_2	 brain_PNET_3	 brain_PNET_4	 brain_PNET_5	 brain_PNET_6	 brain_PNET_7	 brain_PNET_8	 
X86693	-2.4699	 -0.9586	 1.8301	 -6.0966	 -6.0507	 0.7183	 2.2366	 1.6766	 -6.3915	 2.4464	 47.5996	 -3.3948	 49.1750	 25.0300	 21.8879	 30.1559	 41.8548	 2.6338	 27.7544	 54.1509	 21.2597	 -4.2066	 -4.3965	 64.3623	 1.6110	 -6.2418	 1.2286	 8.1579	 -5.9736	 -6.3936	 1.7065	 0.7364	 4.2776	 12.2337	 0.7956	 0.3353	 2.5349	 -0.4478	 -1.9431	 0.3579	 0.7384	 3.2752
M93426	27.0935	 9.5872	 10.2973	 10.7126	 11.9706	 -58.7437	 32.9027	 8.8493	 -5.2626	 47.0559	 45.1682	 47.0162	 26.4029	 16.2861	 39.2688	 50.7785	 41.5022	 10.6237	 53.0427	 47.1342	 47.6367	 32.2144	 9.3237	 21.9092	 39.1344	 6.8590	 7.4917	 35.3849	 7.6154	 2.7339	 -8.7609	 5.1922	 14.5224	 37.9002	 1.3058	 25.6000	 5.2210	 36.6490	 15.6154	 29.2460	 3.5965	 48.9383
U48705	47.1341	 34.1272	 28.9240	 35.4079	 4.5814	 39.8190	 34.8191	 44.5325	 2.0797	 49.4405	 39.4546	 31.4454	 34.2703	 35.3196	 36.2257	 43.6702	 28.2066	 42.1489	 34.8339	 36.1682	 41.9618	 26.7486	 30.3139	 43.8949	 53.0846	 33.3709	 28.2351	 7.9048	 7.2110	 3.4417	 33.5054	 48.3367	 43.5671	 249.2388	 5.0867	 27.9649	 8.0138	 34.5725	 2.8008	 40.5209	 29.2807	 50.8094
X86809	21.2741	 0.0133	 47.8034	 -5.7237	 -1.7232	 -2.0739	 -0.8710	 -0.1868	 -4.6088	 15.8861	 13.6022	 10.9748	 16.6629	 1.7076	 42.9097	 20.5663	 37.1470	 -18.6296	 11.5833	 14.8818	 16.6236	 -1.9420	 -1.3068	 43.3638	 -1.7263	 -6.1353	 -1.9734	 8.8493	 -4.1590	 -5.5028	 0.3482	 2.8716	 10.5917	 8.4771	 -0.7251	 -0.0466	 0.4029	 -6.1573	 -1.6934	 -13.9428	 0.6474	 41.3614
U45955	38.4798	 26.3639	 7.2132	 8.9483	 7.4773	 39.8955	 30.6832	 30.4090	 4.7692	 -9843.6462	 49.3184	 44.7796	 47.4929	 7.8927	 42.7236	 34.5159	 41.4041	 51.1762	 33.3537	 30.4074	 45.5919	 41.3366	 27.7024	 17.8724	 35.4590	 27.4343	 38.9702	 27.9929	 30.7241	 0.2630	 3.0267	 26.3641	 27.7793	 42.4666	 0.8979	 43.6839	 2.6148	 46.5018	 2.7674	 43.6710	 25.0249	 41.0868
U53204	12.1437	 9.0622	 11.7216	 15.2912	 -0.3802	 10.9635	 1.8540	 58.5523	 8.2200	 15.2785	 17.7447	 5.9643	 49.6885	 8.7639	 19.1838	 56.3618	 13.7095	 14.0775	 17.5049	 9.3558	 19.0264	 19.2487	 11.9247	 12.7652	 23.4308	 10.9951	 7.6169	 9.7472	 10.7576	 4.8073	 17.2323	 -6.8292	 13.4764	 17.4320	 3.4139	 2.7486	 10.2241	 3.5075	 -7.1133	 7.1607	 -12.9244	 9.6506
X13916	3.0199	 3.2335	 -9.7792	 3.2299	 1.7206	 1.3260	 0.7395	 3.3566	 5.1317	 -0.6097	 49.0148	 7.2761	 -7.8939	 8.5978	 31.8442	 7.9938	 39.1011	 52.4193	 6.6105	 6.3152	 12760.0138	 5.9242	 6.1686	 5.6734	 3.2741	 33.9714	 17.4439	 -10.2859	 -7.9419	 0.8053	 2.9053	 -2.1477	 5.7734	 6.7276	 0.8887	 39.6150	 2.4450	 3.6588	 -16.2384	 2.8567	 2.3626	 29.7052
D87258	2.2818	 1.3741	 4.2107	 -6.4450	 -1.5969	 27.5413	 44.6569	 3.8310	 40.9304	 6.0984	 32.0451	 6.9721	 9.3851	 6.8486	 43.8758	 34.5127	 27.6117	 -1.4131	 9.6668	 4.8902	 40.5641	 43.3262	 4.7654	 144482.6213	 -0.9018	 0.6053	 4.0540	 6.0124	 3.7913	 1.5102	 2.2918	 -2.6565	 -10.8582	 6.7546	 4.4871	 1.4158	 2.2669	 5.5489	 1.1487	 0.9131	 0.1916	 -1.8003
Z31560	0.9183	 0.3223	 19.6588	 21.0414	 -6.2297	 27.7801	 0.8861	 2.2629	 -20.3201	 5.8635	 6.5855	 0.4106	 5.7938	 6.5231	 -1.1510	 7.3137	 6.3825	 -6.2431	 53.1249	 2.7942	 29.5862	 29.2023	 -2.4015	 48.8506	 -1.2722	 2.4983	 3.8679	 -2.0436	 4.7144	 -6.5195	 -11.9587	 2.2377	 4.2964	 7.4794	 1.0307	 -4.3418	 0.5124	 5.0716	 -0.5040	 -3.8828	 3.7894	 14.4381
M32886	31.9033	 33.0581	 6.5656	 31.1478	 21.6833	 44.4949	 28.7485	 5.4706	 0.3195	 41.3139	 33.9135	 11.7501	 10.5203	 -1.3069	 33.1120	 8.1441	 45.4923	 47.6572	 7.7330	 6.7901	 40.6285	 30.0054	 36.3534	 36.6359	 42.3208	 49.5883	 34.1617	 35.7477	 37.2027	 4.1719	 4.0238	 4.3655	 35.2415	 44.2400	 3.5173	 24.7948	 -14.7333	 46.6770	 3.6521	 29.1589	 30.7623	 31.4425
J04164	3.2134	 0.2091	 3.2987	 4.9136	 16.5043	 -33.3952	 2.8069	 4.2126	 3.5283	 4.6959	 4.3196	 4.1129	 5.5548	 2.3443	 5.9086	 1.3521	 3.7709	 9.6094	 3.4495	 3.5428	 34.4894	 42.3018	 45.1672	 31.2874	 52.8412	 6.4677	 32.9059	 0.8898	 9.6548	 -1.4329	 0.8220	 -0.8178	 -1.5756	 3.8638	 -0.0333	 -0.2898	 43.6504	 50.5218	 -1.2340	 0.1727	 -1.5137	 5.5818
M12125	3.1023	 1.3470	 0.6024	 0.8805	 -0.1420	 1.8654	 2.0744	 -1.1342	 -21.0921	 -1.4901	 9.0689	 0.8859	 1.1771	 -1.3439	 2.2940	 -0.2623	 -2.2657	 -17.0321	 0.6521	 0.9583	 3.8745	 4.4754	 4.0720	 27.6380	 7.9693	 -0.6202	 2.5610	 2.6334	 3.0959	 -5.8061	 0.7268	 16.7737	 3.1619	 0.8625	 -0.3519	 -1.3811	 -15.9674	 3.1698	 -0.0835	 0.6583	 0.5323	 16.3703
D29958	-1.4606	 2.3876	 -0.4322	 1.1813	 0.3408	 1.5471	 0.9340	 -1.2830	 -0.8811	 6.1687	 2.9817	 -17.0128	 0.3912	 -0.9942	 -1.0036	 -4.9142	 -1.4326	 1.1064	 -21.0579	 -12.4355	 1.3147	 0.7354	 -1.0600	 2.5692	 3.5657	 -0.5161	 19.2994	 0.1271	 0.4076	 -5.9287	 -15.1356	 13.1826	 3.6944	 -3.7290	 0.4559	 -2.9172	 0.4552	 2.2116	 -22.5013	 -0.4714	 -0.1553	 46.9109
D17400	21.9166	 44.5598	 -1.7200	 -10.4780	 0.8856	 37.8549	 27.6169	 3.4155	 2.1762	 28.3433	 7.1057	 4.8822	 5.9070	 -2.8679	 0.1593	 3.1857	 38.1173	 35.8015	 4.0370	 3.0959	 23.3983	 18.9327	 22.3914	 20.0526	 20.4068	 24.6608	 21.4786	 30106780047036.1800	 21.4848	 -1.8769	 -4.2368	 2.7101	 5.7796	 31.2461	 0.6601	 6.9087	 3.9214	 29.7335	 2.5581	 25.2970	 1.4436	 41.1202
D83174	26.7840	 8.0410	 -0.4587	 -2.6732	 8.2070	 47.6276	 7.0463	 -2.6790	 3.8676	 32.6417	 13.6563	 6.2904	 7.1925	 12.5247	 19.0079	 6.8742	 7.7423	 31.3104	 5.8176	 8.6312	 50.1042	 27.7022	 716999211769.7690	 39.7134	 44.3821	 6.3876	 39.6845	 32.1916	 50.9321	 -0.9678	 2.2379	 7.2708	 11.7305	 31.4766	 -5.2181	 26.6586	 -3.8385	 6.8326	 2.1933	 34.5951	 2.6014	 6.3881
D83735	5.2586	 1.3052	 4.3271	 6.9230	 4.9857	 29.3296	 0.9650	 4.9965	 1.8272	 6.5879	 0.7828	 4.2292	 4.2542	 2.0049	 4.7453	 3.9279	 -9.8067	 6.1832	 -6.1443	 4.3133	 8.0556	 32.0578	 6.3738	 34.5403	 30.4870	 3.2894	 4.5131	 4.2466	 4.6910	 2.6927	 30.8080	 3.4033	 -1.9081	 -2.5275	 35.1290	 -1.7657	 1.8650	 1.7108	 -10.7542	 -9.8241	 2.8435	 3.6747
D84454	2.2054	 2.8931	 44.2323	 3.8729	 -2.4254	 24.4491	 1.9663	 -13.1628	 2.0398	 4.5877	 -12.9518	 9.2709	 -4.6944	 2.0679	 5.0451	 2.7771	 1.0173	 7.1890	 43.0322	 19.4367	 28.6481	 33.3379	 29.3004	 40.6417	 38.3626	 1.3460	 47.5215	 5.3157	 41.5431	 -16.5743	 -18.9406	 -15.5979	 -0.7168	 3.7516	 -3.5805	 0.1423	 -10.9717	 3.4278	 0.6943	 3.4946	 2.1369	 1.4933
L38969	28.9526	 30.0465	 28.0807	 41.6552	 8.3277	 8271201795.2662	 250.3483	 6.7930	 32.5647	 34.8616	 50.9864	 2.8775	 7.6382	 6.1653	 49.1183	 -0.6785	 44.5535	 44.2314	 -5.9782	 9.9964	 32.3032	 23.9279	 26.5993	 29.9542	 31.0549	 9.4383	 29.1546	 583337.0949	 32.0124	 24.7363	 5.6153	 31.0356	 43.9720	 45.3597	 6.4012	 49.0001	 -1.8293	 6.3943	 5.1801	 39.6855	 6.8587	 32.1086
U12465	3.1032	 0.6679	 2.1783	 0.0948	 -0.7836	 1.6605	 -12.5706	 1.0050	 0.7697	 3.8200	 1.6452	 -0.2325	 0.5583	 -1.1418	 42.9620	 1.1937	 -10.7118	 -104.8246	 0.1569	 -1.0513	 16.5875	 43.3328	 11.7123	 13.2966	 14.8306	 5.2367	 9.8880	 4.7082	 7.2407	 -10.5195	 -0.2988	 0.5471	 2.2485	 2.6733	 0.0078	 3.3806	 -0.8267	 2.7938	 -3.0792	 33.4334	 -3.8632	 0.9638
D80005	3.0866	 2.2754	 3.7711	 6.2221	 6.9426	 28.3913	 3.5044	 0.3795	 -13.1184	 5.5691	 1.5915	 4.2806	 0.0596	 2.6048	 5.5467	 3.8671	 2.7819	 -6.2266	 19.2215	 27.9263	 5.3063	 4.1004	 1.1965	 6.1206	 8.2291	 1.6175	 1.2750	 2.9316	 -16.8816	 1.6011	 28.8897	 40.1830	 132.0935	 16272.7623	 0.2465	 -1.4967	 -11.3887	 -1.2103	 -12.5903	 2.1414	 -0.5199	 2.4633
D87463	-2.4571	 3.6287	 7.5113	 6.0542	 5.8485	 7.2990	 6.3084	 3.4023	 4.8531	 13.5596	 -2.9034	 4.4491	 7.7991	 3.8688	 -3.4176	 6.2364	 1.6899	 5.9682	 3.4981	 3.9183	 3.0706	 8.1935	 8.7795	 14.3480	 11.2973	 2.6120	 6.5758	 12.3799	 7.1630	 -2.8213	 9.0563	 33.7879	 49.3518	 48.2406	 47.9778	 3.9595	 1.9851	 8.6537	 2.0729	 3.4788	 1.9364	 6.4407
U90902	0.7714	 0.0191	 1.8381	 -5.0801	 -4.7318	 0.9449	 -0.6271	 -4.4675	 -5.3457	 2.2175	 0.1212	 -0.3722	 -3.5547	 -6.1666	 1.5560	 -5.4158	 1.0458	 3.6813	 -5.2279	 -0.9127	 0.1135	 1.3647	 -8.0377	 1.3982	 2.1187	 -5.1374	 -0.3553	 -5.9555	 -5.5680	 -6.1100	 2.2127	 3.5495	 3.4548	 2.1907	 -1.8198	 0.5626	 -1.0635	 -0.6890	 -1.5925	 0.9020	 -2.6665	 1.3359
D26070	-10.6008	 -8.6536	 -12.6838	 -8.9843	 5.3424	 5.3739	 18.1489	 -6.2443	 2.3805	 5.8249	 2.4931	 6.8888	 6.4959	 3.2744	 4.9657	 2.6804	 0.8844	 5.9383	 5.4291	 6.3963	 51.6799	 11.0142	 35.9359	 3.3540	 48.8479	 1.7954	 23.5550	 2.1371	 2.4936	 2.4774	 6.1919	 29.5842	 44.5768	 42.4080	 -10.9772	 -1.6226	 2.1841	 6.0137	 2.4104	 4.2569	 -5.2725	 4.5339
X63578	-1.2135	 24.4227	 45.7070	 4.7531	 -0.2867	 0.5485	 1.1250	 0.3591	 -6.2459	 -11.3012	 0.2884	 -0.3484	 0.5243	 -5.3470	 2.3840	 -0.5535	 -1.0466	 -0.3870	 -0.1543	 -2.2730	 2.2492	 1.1568	 -10.6271	 -9.5399	 3.1551	 -16.7799	 1.5472	 -0.2293	 0.0245	 -5.4126	 -2.7239	 3.2622	 5.2746	 32.3423	 -0.1843	 -22.8585	 -0.2797	 -10.4488	 -0.0566	 -3.1914	 4.8471	 24.3419
Z15108	0.7551	 6.3996	 1.5656	 1.4779	 1.2448	 0.5066	 -1.4680	 -2.1515	 -0.7365	 0.4086	 1.7079	 1.0294	 -1.1119	 -0.0519	 3.1669	 -0.0434	 -5.3276	 0.3105	 -0.4109	 -0.5192	 3.0185	 47.8261	 2.2677	 15.0063	 -8.4664	 -1.5535	 2.5226	 -0.9402	 -0.6587	 -5.7049	 -4.6740	 -1.2342	 4.2626	 31.5770	 -2.6738	 1.3723	 -0.9434	 1.7914	 -22.0963	 -1.4938	 -3.0743	 28.9252
L35592	4.4103	 6.5747	 -9.0448	 -0.4373	 0.0650	 29.9913	 1.9304	 -0.2921	 2.5639	 6.6525	 3.0444	 -2.2983	 43.1554	 -20.1610	 4.9706	 1.7723	 3.9475	 6.0842	 43.9715	 15.4667	 0.1008	 2.5992	 -0.9209	 8.1801	 4.3628	 21.2004	 -0.7164	 2.8140	 -0.2893	 0.4651	 3.6575	 34.6393	 53.1995	 51.7976	 4.5907	 1.4098	 1.6451	 -6.9437	 -11.8775	 3.3131	 1.8806	 3.4528
L10338	35.8588	 36.1484	 28.5997	 26.3926	 26.5100	 32.8713	 26.6615	 1.2569	 -11.8441	 859676265689.1066	 28.6925	 2.6599	 3.5458	 -4.2128	 28.7799	 2.7289	 24.5072	 2.7330	 2.2413	 3.1065	 11.3792	 34.4912	 38.5331	 20.9635	 37.1689	 1.1904	 27.3877	 2.3299	 2.0805	 -1.2699	 27.0192	 42.4250	 5.3766	 21.8626	 1.1950	 1.3694	 -3.0196	 27.4908	 -1.6355	 39.6153	 0.8543	 29.4230
L33243	45.9822	 28.1466	 28.8712	 30.2429	 8.9343	 36.7350	 29.8973	 33.0378	 -8.8683	 40.1744	 29.6089	 7.2170	 7.9511	 1.0714	 30.6415	 8.1667	 28.5902	 6.2073	 8.1686	 7.6444	 47.8187	 28.2732	 34.2968	 49.2242	 33.4587	 -1.3368	 7.8212	 4.6008	 2.0633	 5.9100	 27.7960	 42.2130	 39.1028	 41.8038	 0.3203	 8.4876	 7.7902	 7.0061	 -2.9723	 44.1363	 30.0633	 4.3261
L77864	4.7151	 0.8566	 -5.0957	 -12.9906	 4.7015	 5.8718	 -2.6225	 5.1238	 5.0275	 5.8419	 4.1777	 6.5512	 3.7326	 4.9169	 6.4337	 1.6717	 2.1798	 8.8044	 6.3158	 5.4542	 9.9972	 19.7692	 4.9726	 24.4555	 7.2442	 2.6766	 5.8300	 2.7797	 4.3551	 4.3588	 4.9150	 29.3125	 43.9009	 47.2245	 2.5609	 -3.3617	 -14.1735	 5.8921	 3.6627	 4.2560	 1.3867	 1.5403
J04469	24.7991	 2.6208	 -10.9368	 1.8544	 -3.1179	 26.1128	 3.5459	 1.6587	 3.7886	 6.6888	 4.6278	 -2.9396	 17.4404	 3.0838	 5.5433	 3.1076	 4.4129	 0.0427	 2.3183	 -2.1739	 5.1654	 6.2097	 5.1020	 31.3485	 30.6262	 1.1758	 3.3894	 47.4724	 5.8393	 3.1242	 31.2927	 -0.1920	 3.4599	 6.1398	 -3.1872	 -13.4551	 -5.5748	 -8.3696	 -1.9279	 29.7484	 2.3465	 4.7931
M80397	3.9763	 -3.9525	 3.3842	 4.8019	 4.1818	 4.8632	 4.3416	 5.1971	 4.3043	 4.9934	 9.0422	 -8.8101	 5.4449	 3.6928	 -0.5510	 3.0266	 3.1000	 4.2156	 4.6613	 5.1206	 -6.5221	 4.4179	 19.2891	 -4.3206	 2.6308	 2.3311	 16.2945	 2.5547	 2.4523	 1.7202	 -11.7774	 -3.1758	 -6.9968	 5.0843	 -11.7765	 -15.0494	 2.7892	 22.7402	 1.7743	 2.0701	 -3.7439	 0.4245
X14830	-1.3294	 -0.8615	 -0.3571	 -0.6836	 -0.8036	 -4.3687	 0.8808	 -0.9481	 -5.6213	 1.3784	 -0.1320	 -0.7711	 -4.6088	 -5.9342	 0.7096	 -4.7330	 0.8210	 -4.8091	 -4.6875	 -1.0368	 0.0747	 -14.6240	 0.3925	 4.9656	 2.6065	 -0.7527	 -2.3950	 -0.8251	 -0.9953	 -6.5007	 -1.0944	 -0.6231	 -0.1713	 1.8159	 -0.8877	 -13.0019	 -0.4250	 -0.5157	 -0.6735	 1.1670	 0.2102	 1.3927
U97018	5.7620	 4.8903	 19.4982	 -0.6399	 10.9186	 31.3346	 -12.1093	 -1.2997	 4.8910	 7.6094	 6.7327	 -5.8360	 -0.4292	 5.0964	 9.1804	 6.2480	 5.1507	 9.2732	 7.5288	 4.5891	 8.6540	 6.0280	 2.9619	 8.3817	 9.1544	 4.3460	 3.0396	 -11.6153	 4.1711	 2.5069	 4.7052	 1.7362	 4.2743	 7.5404	 2.4647	 -0.9270	 29.9248	 2.0557	 -13.4312	 5.7507	 3.0099	 5.0821
HG4178-HT4448	1.6297	 0.3249	 7.5950	 4.3543	 -0.1324	 5.3434	 -0.7999	 2.0514	 0.9067	 3.1714	 0.3103	 21.8523	 3.0248	 0.0788	 2.5629	 3.1270	 2.0141	 5.2745	 35.2890	 2.7832	 3.2692	 4.7004	 2.8074	 5.1525	 5.7955	 -12.7941	 1.7619	 -10.1851	 1.6670	 -0.7700	 -0.2230	 1.0565	 1.7270	 3.9481	 0.7892	 0.4662	 6.9160	 -3.6807	 -4.7134	 26.1471	 -2.5354	 2.4788
K02882	6.6780	 9.7584	 14.4465	 14.7402	 7.7641	 32.1673	 10.1130	 0.1457	 8.1238	 13.4117	 12.9143	 2.4877	 33.6835	 7.8923	 10.9316	 9.3730	 7.2067	 38.0760	 13.0405	 3.7993	 6.9881	 8.6627	 6.3406	 12.9194	 15.0291	 7.1502	 -5.4563	 5.6950	 6.1890	 3.8334	 0.0469	 4.2813	 12.6439	 12.4151	 0.6532	 4.1038	 11.9209	 5.9908	 -2.5143	 32.9609	 4.7188	 10.3480
X52228	17.6675	 3.5713	 2.9360	 3.4160	 3.1301	 2.2383	 3.7392	 1.4804	 -2.6732	 5.0697	 4.2492	 2.1584	 6.4953	 1.8350	 24.5437	 2.3530	 21.0544	 3.1671	 2.3509	 2.9762	 5.5235	 6.1739	 4.4982	 49.7774	 -0.1620	 1.4409	 4.3004	 1.6039	 1.3603	 -3.9535	 0.6306	 2.9122	 4.6264	 5.1041	 1.2300	 -0.8919	 1.5789	 4.0741	 -0.1047	 -1.3196	 -16.1461	 -9.8740
U22314	-1.3038	 -3.1721	 -4.9007	 -5.4717	 -3.4546	 22.7719	 -1.0296	 -4.6078	 -2.3272	 0.0687	 -2.1092	 -4.1190	 -4.4671	 -14.2920	 -1.3089	 -4.9713	 -13.9665	 1.0320	 -5.4678	 -3.1617	 -2.7186	 -1.5700	 -4.6198	 -1.0016	 -1.8862	 -5.7779	 -1.3849	 -4.1914	 -3.6680	 -3.6740	 -3.3727	 -1.0622	 -2.0532	 -0.8538	 -3.2917	 -3.1024	 -0.9375	 -2.4310	 -2.7573	 0.5598	 -3.4026	 -1.3749
D29675	25.8132	 0.6029	 1.6547	 -10.4917	 2.7809	 23.7568	 2.9212	 1.5103	 -0.5189	 25.1934	 3.0501	 1.7203	 2.8426	 -4.0795	 2.8968	 0.2641	 1.5225	 1.1684	 2.0313	 0.9938	 4.4761	 7.3008	 4.6503	 7.5228	 7.9876	 -0.8912	 3.0150	 -0.2646	 -3.6898	 -14.8118	 -1.7261	 -0.2715	 5.5344	 27.8770	 -1.8896	 -0.2530	 -1.3119	 -12.4967	 -2.1866	 24.2802	 -1.6907	 1.7930
S82471	7.7946	 0.1807	 -0.6986	 -1.1443	 -0.0386	 -3.0172	 -0.9200	 -1.4733	 -5.7981	 0.7537	 -2.2039	 -2.5869	 -0.0677	 -6.3213	 0.6709	 -6.1961	 0.2232	 -5.3683	 -1.3357	 -1.2557	 -1.3018	 1.0410	 -19.5920	 1.2967	 0.0615	 -1.1461	 0.3727	 -5.6653	 -5.8432	 -6.3440	 -1.2846	 0.2532	 -1.2812	 1.6622	 -1.5701	 0.9336	 -0.0471	 0.2587	 -1.0507	 -6.0982	 1.3768	 0.9990
