Probe Name	 brain_MD_12	 brain_MD_61	 brain_MD_15	 brain_MD_57	 brain_MD_33	 brain_MD_64	 brain_MD_17	 brain_MD_62	 brain_MD_63	 brain_MD_32	 brain_MGlio_1	 brain_MGlio_2	 brain_MGlio_3	 brain_MGlio_4	 brain_MGlio_5	 brain_MGlio_6	 brain_MGlio_7	 brain_MGlio_8	 brain_MGlio_9	 brain_MGlio_10	 brain_Rhab_1	 brain_Rhab_2	 brain_Rhab_3	 brain_Rhab_4	 brain_Rhab_5	 brain_Rhab_6	 brain_Rhab_7	 brain_Rhab_8	 brain_Rhab_9	 brain_Rhab_10	 brain_Ncer_1	 brain_Ncer_2	 brain_Ncer_3	 brain_Ncer_4	 brain_PNET_1	 brain_PNET_2	 brain_PNET_3	 brain_PNET_4	 brain_PNET_5	 brain_PNET_6	 brain_PNET_7	 brain_PNET_8	 
X86693	-40.9778	 -45.9619	 -42.6633	 -55.6070	 -50.8818	 -37.8838	 -39.6416	 -43.3880	 -58.7756	 -38.1957	 -21.0208	 -33.0147	 -33.7003	 -26.1842	 -25.5820	 -25.8782	 -24.5697	 -46.5066	 -26.8155	 -34.8908	 -26.4355	 -51.3103	 -51.3687	 -18.7037	 -49.8079	 -53.2033	 -41.8389	 -30.6813	 -61.5544	 -63.4557	 -38.1246	 -40.5862	 -39.2763	 -39.1515	 -39.1515	 -36.6225	 -38.5056	 -49.9887	 -47.6198	 -31.7392	 -37.6893	 -29.2969
M93426	-23.4816	 -28.1097	 -26.0632	 -26.0247	 -28.4765	 -21.1129	 -23.9188	 -25.7674	 -34.9834	 -20.9300	 -18.7689	 -20.1056	 -23.0327	 -25.2364	 -15.6401	 -18.8614	 -17.8154	 -28.2748	 -20.8042	 -19.6978	 -19.5290	 -21.9613	 -26.4868	 -16.0651	 -24.5178	 -35.0271	 -26.1531	 -22.9751	 -26.7784	 -41.5415	 -30.0287	 -30.1789	 -25.7584	 -31.2095	 -31.2095	 -23.6856	 -27.3249	 -15.1247	 -34.4238	 -24.4467	 -27.9728	 -21.1916
U48705	-13.5422	 -14.6080	 -13.9251	 -15.0887	 -17.5009	 -12.4774	 -14.2407	 -12.5328	 -18.6041	 -12.8289	 -9.2537	 -9.4704	 -9.8079	 -14.3626	 -7.7963	 -11.9715	 -9.8278	 -11.6664	 -8.9178	 -9.9710	 -11.9589	 -9.5988	 -13.7900	 -11.6400	 -13.3717	 -14.4730	 -14.7676	 -15.4019	 -16.4941	 -22.7969	 -14.6936	 -13.2523	 -11.4224	 -15.7066	 -15.7066	 -14.9184	 -15.3514	 -15.0938	 -18.0023	 -12.9082	 -14.0002	 -13.4133
X86809	-22.6987	 -27.0936	 -22.2851	 -33.2782	 -30.6422	 -22.0430	 -28.1931	 -29.8587	 -32.4217	 -22.2414	 -17.2413	 -17.9675	 -17.4169	 -28.3841	 -15.9194	 -17.5937	 -14.5126	 -26.8148	 -18.5521	 -17.9456	 -17.6730	 -31.0512	 -30.6104	 -15.8943	 -23.6798	 -33.4583	 -30.2892	 -23.3734	 -32.9369	 -35.9865	 -20.5310	 -24.7294	 -18.6281	 -25.4291	 -25.4291	 -24.0457	 -26.4251	 -21.2907	 -29.3195	 -24.5672	 -24.2586	 -22.8326
U45955	-11.4412	 -14.2444	 -16.9473	 -16.1006	 -16.0250	 -10.6370	 -13.6228	 -15.2707	 -20.0965	 -12.1063	 -11.6423	 -12.4315	 -12.0120	 -17.8893	 -10.1178	 -14.2252	 -10.3706	 -12.2571	 -14.4989	 -13.7264	 -11.8306	 -9.7863	 -11.6185	 -7.8132	 -7.9883	 -15.1250	 -11.3789	 -13.8787	 -14.6203	 -21.1496	 -17.7327	 -14.1574	 -11.5431	 -20.6876	 -20.6876	 -12.4540	 -17.1363	 -11.9334	 -17.7987	 -11.7505	 -13.6090	 -11.0760
U53204	-11.1685	 -14.1649	 -15.4454	 -14.5289	 -15.9066	 -9.6967	 -13.0652	 -14.6246	 -17.1834	 -10.7969	 -9.7687	 -12.7562	 -14.0460	 -16.6825	 -10.8112	 -14.4572	 -10.1841	 -12.7168	 -13.7932	 -14.0123	 -11.9611	 -11.1628	 -12.9455	 -11.2842	 -11.5163	 -12.1544	 -12.4510	 -16.0598	 -15.5294	 -20.0472	 -14.7078	 -13.9217	 -12.1138	 -15.5581	 -15.5581	 -12.6188	 -14.6458	 -12.9563	 -16.2243	 -11.2207	 -12.2788	 -10.4614
X13916	-13.0105	 -17.0932	 -15.0657	 -17.6226	 -19.0498	 -13.6422	 -14.2501	 -15.1871	 -16.3102	 -14.5171	 -9.3242	 -12.0649	 -14.8198	 -11.8168	 -11.2102	 -12.8798	 -8.4888	 -9.7737	 -12.7359	 -12.8778	 -7.8015	 -12.6982	 -15.0844	 -13.0382	 -14.6536	 -11.3779	 -15.5001	 -17.8816	 -15.9049	 -19.8770	 -13.3949	 -14.9964	 -12.4386	 -17.3197	 -17.3197	 -9.0892	 -16.5787	 -13.7059	 -18.3489	 -13.0495	 -13.4131	 -10.9659
D87258	-12.8749	 -13.8217	 -13.1977	 -15.8451	 -14.7049	 -9.9296	 -15.6532	 -16.5315	 -15.6083	 -12.7456	 -9.6564	 -11.8301	 -11.2037	 -12.5963	 -7.7484	 -10.2510	 -10.1847	 -14.2873	 -11.1325	 -12.8599	 -8.4801	 -9.2662	 -16.6452	 -7.4939	 -14.2401	 -18.7824	 -11.3091	 -11.3667	 -13.5632	 -20.6358	 -16.3631	 -14.5112	 -14.8335	 -11.7147	 -11.7147	 -13.0527	 -13.2636	 -12.8484	 -13.3657	 -12.5624	 -14.0152	 -14.0247
Z31560	-9.6788	 -10.3300	 -11.4091	 -11.3850	 -14.9631	 -7.7943	 -10.9151	 -13.9081	 -13.7348	 -9.2347	 -9.3148	 -10.8558	 -11.9083	 -11.9513	 -10.5884	 -11.7808	 -8.5434	 -9.6477	 -11.5476	 -12.8269	 -7.3969	 -7.0262	 -10.5268	 -6.7981	 -8.6134	 -13.3225	 -9.8730	 -10.8284	 -12.9459	 -19.4954	 -12.5960	 -12.8301	 -11.6569	 -12.0991	 -12.0991	 -10.7362	 -12.9111	 -11.0691	 -14.5044	 -10.7581	 -11.4013	 -11.4547
M32886	-20.8784	 -31.4025	 -39.3973	 -32.2283	 -30.1290	 -26.4637	 -29.1875	 -37.1526	 -41.7803	 -25.6376	 -32.3340	 -32.8744	 -36.1788	 -42.4939	 -29.5416	 -35.4744	 -27.3319	 -24.0912	 -37.7755	 -37.9829	 -15.7591	 -12.7315	 -16.4827	 -12.6862	 -13.2418	 -27.3766	 -20.6930	 -15.1103	 -18.7247	 -42.3331	 -37.3773	 -34.6678	 -30.8658	 -37.1042	 -37.1042	 -20.7499	 -39.6808	 -27.4749	 -38.1917	 -29.9431	 -31.3999	 -29.8700
J04164	-17.7094	 -20.7856	 -25.9434	 -25.2706	 -24.0961	 -17.5470	 -21.3943	 -25.8360	 -25.0418	 -20.0510	 -23.2543	 -25.4218	 -26.2470	 -29.1107	 -19.5265	 -28.6861	 -19.6830	 -19.0618	 -26.5227	 -26.8228	 -16.7145	 -12.0169	 -13.1331	 -15.7136	 -14.4838	 -19.0808	 -16.2930	 -22.0223	 -17.5511	 -22.3561	 -26.7429	 -22.0209	 -22.9957	 -24.4246	 -24.4246	 -20.9545	 -24.7841	 -24.6543	 -23.5902	 -19.1597	 -22.2347	 -19.9694
M12125	-8.4264	 -10.2410	 -11.9939	 -11.7758	 -11.4600	 -7.7434	 -10.3047	 -11.6885	 -11.6030	 -9.2057	 -9.6088	 -11.3229	 -12.0840	 -13.2219	 -8.8863	 -13.0785	 -9.2680	 -11.3989	 -11.7124	 -11.5013	 -7.8442	 -7.3470	 -8.3616	 -6.9362	 -7.3460	 -12.1243	 -8.7743	 -10.4719	 -10.3549	 -14.7415	 -10.4067	 -9.8624	 -10.2133	 -10.5331	 -10.5331	 -9.1414	 -11.1286	 -10.2966	 -11.4068	 -8.8650	 -8.8753	 -9.8111
D29958	-5.6516	 -6.5066	 -7.7574	 -7.3544	 -7.6283	 -5.4902	 -7.0366	 -7.8367	 -8.2331	 -6.0222	 -6.4580	 -7.4074	 -8.1014	 -8.2494	 -5.8914	 -8.8257	 -5.7285	 -7.4747	 -7.4052	 -7.3907	 -5.4316	 -5.4453	 -5.6110	 -5.4247	 -5.5152	 -7.6153	 -6.1840	 -7.5618	 -7.4179	 -9.3249	 -6.7696	 -6.1871	 -6.3235	 -6.8534	 -6.8534	 -5.8215	 -7.2702	 -6.9342	 -7.3643	 -5.6770	 -5.5964	 -6.3423
D17400	-9.4211	 -12.8760	 -18.5558	 -16.2422	 -17.6284	 -11.7577	 -14.0120	 -17.2336	 -18.1409	 -13.9525	 -14.9866	 -16.9124	 -15.6716	 -19.0036	 -18.3934	 -16.7583	 -11.3219	 -10.9270	 -16.9225	 -18.2515	 -7.0866	 -4.6204	 -8.0184	 -5.2688	 -5.2682	 -8.8050	 -5.6753	 -10.5388	 -9.5068	 -19.5853	 -19.6066	 -16.7546	 -15.8950	 -18.4573	 -18.4573	 -9.9906	 -16.1000	 -14.1777	 -16.9772	 -13.7980	 -16.5611	 -12.0955
D83174	-31.1974	 -35.7362	 -45.3889	 -41.6918	 -40.6962	 -30.1626	 -36.2196	 -46.3720	 -48.4235	 -33.8514	 -36.3082	 -37.9902	 -40.8385	 -47.9399	 -35.0386	 -51.3358	 -36.1115	 -31.6470	 -43.7035	 -40.5817	 -30.0101	 -20.2086	 -24.2649	 -24.3553	 -28.3793	 -36.5007	 -26.9905	 -34.9204	 -30.0800	 -45.4323	 -43.5628	 -38.8623	 -35.6283	 -46.8222	 -46.8222	 -34.3052	 -46.1778	 -37.1760	 -44.0405	 -34.8456	 -36.3157	 -36.3590
D83735	-10.8189	 -12.7729	 -14.7438	 -14.3197	 -14.2030	 -9.9433	 -12.6530	 -13.6034	 -16.1213	 -11.3849	 -12.5883	 -14.9643	 -15.8793	 -16.8124	 -11.8125	 -15.2413	 -12.1969	 -14.3381	 -14.7834	 -14.7430	 -10.2641	 -9.9363	 -11.5050	 -9.4492	 -9.5187	 -15.2133	 -11.9228	 -14.3712	 -14.9693	 -17.6942	 -14.1687	 -12.4277	 -13.0195	 -14.2718	 -14.2718	 -12.2953	 -15.4518	 -12.7501	 -14.9550	 -11.1858	 -11.9771	 -12.3803
D84454	-11.6799	 -13.0554	 -15.4073	 -14.8028	 -14.2646	 -10.5718	 -13.6510	 -15.7439	 -17.7038	 -11.5391	 -13.2380	 -14.7007	 -16.0494	 -18.0655	 -12.4847	 -17.1474	 -13.1594	 -14.7266	 -15.2512	 -14.9883	 -10.8024	 -9.3749	 -10.2467	 -8.2635	 -8.9915	 -14.6511	 -9.3349	 -12.5960	 -15.2413	 -18.2832	 -14.6765	 -13.4261	 -13.6991	 -14.6117	 -14.6117	 -13.3411	 -15.8226	 -13.4602	 -15.9246	 -11.9277	 -12.8776	 -13.2807
L38969	-8.2167	 -15.3365	 -9.5842	 -12.2537	 -16.4952	 -11.0601	 -10.7590	 -17.8792	 -14.3059	 -9.9900	 -13.4451	 -19.3098	 -18.1876	 -18.8654	 -11.9556	 -19.8094	 -12.3805	 -11.9115	 -18.4659	 -16.6446	 -8.2188	 -6.1084	 -6.5724	 -6.7916	 -7.2759	 -10.5298	 -8.1308	 -10.9067	 -8.3586	 -13.9676	 -17.4498	 -15.1298	 -12.3818	 -17.0887	 -17.0887	 -13.3588	 -19.8626	 -17.5321	 -16.5026	 -12.4170	 -16.0811	 -14.5244
U12465	-20.3715	 -27.8274	 -28.6735	 -30.7963	 -31.9863	 -21.0543	 -26.6928	 -30.2691	 -33.8267	 -25.0204	 -26.9394	 -30.0087	 -33.7671	 -33.4452	 -24.0680	 -32.0899	 -22.9929	 -26.8189	 -31.6654	 -31.4272	 -18.6407	 -16.4257	 -17.6040	 -17.5369	 -19.3181	 -25.6645	 -19.3229	 -27.6677	 -26.3739	 -32.7251	 -27.7871	 -27.4821	 -27.1587	 -27.5946	 -27.5946	 -23.8813	 -29.4499	 -26.6077	 -33.5443	 -24.3642	 -24.1062	 -27.3041
D80005	-22.0832	 -24.7870	 -22.2026	 -27.2027	 -27.1013	 -19.9932	 -24.6146	 -25.5119	 -31.7397	 -21.1987	 -25.3680	 -27.1730	 -26.6986	 -33.0731	 -22.8101	 -29.6060	 -23.6572	 -29.8899	 -27.7855	 -27.8701	 -22.9907	 -23.7822	 -25.4339	 -22.9594	 -23.6669	 -31.5585	 -26.8825	 -30.6361	 -32.3632	 -36.2014	 -18.1228	 -16.7451	 -13.6447	 -29.7779	 -29.7779	 -25.9465	 -30.2169	 -26.0804	 -29.2689	 -21.5602	 -22.6896	 -24.1341
D87463	-19.1857	 -18.1045	 -17.1100	 -19.1450	 -23.1330	 -15.9300	 -22.9501	 -18.6205	 -25.6431	 -15.9068	 -21.8366	 -23.5410	 -22.9315	 -26.9189	 -19.3674	 -25.1512	 -18.2604	 -25.2920	 -24.8263	 -24.5989	 -20.6039	 -22.9523	 -21.6150	 -14.9501	 -21.7267	 -25.8869	 -22.9548	 -19.5958	 -23.8768	 -30.8030	 -16.3885	 -14.6062	 -10.8907	 -21.2234	 -21.2234	 -17.3876	 -25.1306	 -21.3921	 -23.9431	 -18.2643	 -21.4662	 -17.9730
U90902	-10.9886	 -12.3160	 -11.6673	 -15.4125	 -14.5743	 -9.8646	 -12.9815	 -14.5099	 -15.9699	 -10.9089	 -12.6532	 -13.9297	 -14.3434	 -16.2675	 -11.5337	 -15.7885	 -10.8150	 -12.6285	 -15.5704	 -14.2618	 -13.5327	 -11.9166	 -10.1630	 -11.7099	 -13.0136	 -14.7337	 -12.6593	 -15.7872	 -15.8466	 -18.2105	 -10.2798	 -9.6575	 -8.4223	 -11.1013	 -11.1013	 -10.0239	 -12.3356	 -13.5957	 -12.7168	 -10.8066	 -10.5647	 -11.0235
D26070	-12.4372	 -13.8029	 -12.4659	 -16.0881	 -15.4965	 -10.9948	 -14.1119	 -15.2721	 -17.5932	 -12.0085	 -13.4319	 -15.0105	 -15.9951	 -17.6089	 -12.8582	 -17.8745	 -13.1890	 -16.6464	 -15.9573	 -15.5294	 -14.3588	 -13.8547	 -14.1205	 -12.9963	 -14.0980	 -16.7241	 -14.2013	 -17.2127	 -17.9550	 -19.2416	 -11.0473	 -9.3526	 -7.6349	 -15.0344	 -15.0344	 -13.4231	 -15.7204	 -14.6851	 -15.1983	 -11.9485	 -13.6746	 -12.6648
X63578	-10.9786	 -11.3972	 -11.4826	 -10.9408	 -14.2527	 -10.0008	 -12.9656	 -13.7430	 -16.3996	 -11.9173	 -12.7599	 -14.1768	 -14.1318	 -16.1480	 -11.6343	 -14.5598	 -11.3065	 -15.7628	 -14.3796	 -14.5026	 -12.5230	 -10.0406	 -10.8561	 -10.9380	 -12.4874	 -15.6093	 -12.5899	 -14.8115	 -13.4689	 -16.3291	 -10.7535	 -9.1931	 -8.1337	 -13.2560	 -13.2560	 -11.0475	 -13.7592	 -11.7697	 -13.0738	 -10.9411	 -11.2586	 -11.4607
Z15108	-12.2554	 -14.4329	 -15.3151	 -15.4795	 -16.2184	 -10.6913	 -14.4429	 -13.5086	 -18.5577	 -13.0090	 -15.0101	 -16.5869	 -17.7220	 -18.0329	 -15.1025	 -18.2105	 -14.4456	 -18.1163	 -16.8509	 -16.8934	 -15.3703	 -14.6252	 -16.0762	 -14.3407	 -15.4437	 -17.8081	 -15.6303	 -17.8306	 -18.2827	 -19.8623	 -13.5970	 -12.4084	 -10.7351	 -16.0814	 -16.0814	 -14.3439	 -17.4393	 -16.1031	 -15.7523	 -11.5392	 -13.5875	 -14.7364
L35592	-11.4859	 -10.6419	 -13.9481	 -13.3143	 -13.9153	 -10.0262	 -12.4446	 -14.3733	 -17.0284	 -11.3601	 -12.5347	 -13.8121	 -14.5406	 -17.5792	 -12.2858	 -16.9207	 -12.4237	 -15.2584	 -14.5814	 -14.4381	 -13.4378	 -12.9183	 -13.5377	 -10.9416	 -12.9821	 -14.5182	 -13.4335	 -16.3113	 -17.5691	 -19.1080	 -12.0673	 -10.5240	 -8.9203	 -14.5570	 -14.5570	 -12.3002	 -15.4394	 -14.0397	 -15.1779	 -11.5785	 -11.5308	 -12.2980
L10338	-4.3124	 -4.4415	 -5.4513	 -4.9553	 -5.3279	 -3.7821	 -5.2492	 -5.6606	 -6.9296	 -3.7396	 -4.8817	 -6.6276	 -6.8757	 -7.7785	 -4.8598	 -6.5007	 -5.0955	 -5.5076	 -5.6594	 -6.3151	 -3.5046	 -3.8793	 -4.4617	 -3.4536	 -4.0377	 -6.9653	 -4.9038	 -6.3641	 -6.9533	 -7.2639	 -4.9037	 -4.5124	 -3.5245	 -6.6276	 -6.6276	 -5.7712	 -7.9759	 -4.8982	 -7.5102	 -4.6615	 -5.7190	 -5.4243
L33243	-8.8734	 -9.4725	 -10.1607	 -9.3028	 -10.8147	 -7.6535	 -9.8756	 -9.9413	 -13.3667	 -8.1190	 -8.9648	 -10.6941	 -11.8641	 -12.8337	 -9.0147	 -11.8376	 -10.1005	 -12.3082	 -10.6689	 -11.4012	 -8.2575	 -9.0038	 -10.2830	 -8.7430	 -9.0789	 -13.2929	 -10.9219	 -11.9083	 -12.6989	 -14.8820	 -10.0580	 -8.7360	 -7.2301	 -12.7714	 -12.7714	 -10.5902	 -13.8975	 -10.9235	 -13.2921	 -8.5848	 -10.5555	 -11.0136
L77864	-11.4443	 -14.1558	 -15.1992	 -16.2621	 -16.4865	 -11.2311	 -14.1883	 -16.3309	 -18.1311	 -12.4339	 -13.3504	 -16.1222	 -17.8841	 -19.5540	 -13.3091	 -20.9007	 -13.4693	 -19.2456	 -16.4676	 -16.6589	 -15.5060	 -14.3671	 -13.3041	 -14.3638	 -15.4736	 -18.8415	 -16.4540	 -19.0920	 -17.8274	 -21.1482	 -12.2221	 -10.7957	 -9.3065	 -15.9662	 -15.9662	 -13.9621	 -16.4045	 -16.5300	 -15.7033	 -12.0055	 -12.7160	 -13.5664
J04469	-4.8233	 -5.0139	 -5.3930	 -5.1476	 -5.3266	 -4.8612	 -4.9467	 -5.1326	 -5.8054	 -4.7123	 -4.9496	 -5.2459	 -5.4477	 -6.0999	 -4.8335	 -5.8063	 -4.7824	 -5.4375	 -5.4681	 -5.4797	 -4.8281	 -4.7140	 -4.9198	 -4.7142	 -4.7288	 -5.6834	 -4.8520	 -5.6208	 -5.4295	 -6.2435	 -5.6170	 -5.0653	 -5.0651	 -5.3870	 -5.3870	 -4.8467	 -5.3397	 -5.0241	 -5.2589	 -4.7062	 -4.9322	 -4.7230
M80397	-7.7576	 -8.8337	 -10.3108	 -10.3248	 -9.9259	 -7.0900	 -9.2345	 -9.8474	 -10.8918	 -8.0614	 -9.0155	 -10.0045	 -10.4869	 -11.5355	 -8.7038	 -11.1500	 -8.4122	 -11.0440	 -10.3753	 -10.1284	 -8.9677	 -8.2726	 -9.2019	 -8.0722	 -8.7167	 -10.5927	 -9.2190	 -10.8690	 -11.1528	 -12.4337	 -10.1831	 -8.8064	 -9.0130	 -9.7644	 -9.7644	 -8.3562	 -10.3857	 -9.2926	 -9.6602	 -7.9963	 -8.9539	 -8.6685
X14830	-7.0666	 -10.1463	 -11.4488	 -11.0290	 -11.0360	 -7.4263	 -9.5067	 -11.0450	 -12.2969	 -8.9799	 -10.2146	 -10.8550	 -11.9992	 -12.4836	 -9.7334	 -11.7942	 -9.1392	 -11.8256	 -11.7669	 -11.1897	 -9.5958	 -8.7126	 -10.2729	 -8.3853	 -8.9630	 -10.3588	 -9.4911	 -11.5156	 -10.9835	 -13.6081	 -10.0454	 -9.6622	 -10.5157	 -9.3278	 -9.3278	 -8.7038	 -9.8764	 -10.2718	 -10.1361	 -7.7486	 -8.6081	 -8.8223
U97018	-4.5973	 -5.0189	 -5.4219	 -5.1672	 -5.3530	 -4.6881	 -4.9363	 -5.2411	 -6.0199	 -4.6287	 -4.9685	 -5.2961	 -5.5713	 -6.1138	 -4.6028	 -6.0689	 -4.8488	 -5.7175	 -5.6160	 -5.3910	 -4.8799	 -4.8500	 -5.0885	 -4.7160	 -4.8006	 -5.9508	 -5.0630	 -5.8686	 -6.1414	 -6.7987	 -5.4028	 -4.9384	 -4.8954	 -5.6370	 -5.6370	 -5.1128	 -5.5471	 -5.1241	 -5.3919	 -4.5775	 -4.7492	 -4.7575
HG4178-HT4448	-9.0217	 -11.0644	 -12.5983	 -13.3241	 -12.2747	 -8.5341	 -11.4599	 -12.7225	 -15.9527	 -10.0092	 -11.2989	 -12.8924	 -13.3501	 -15.7058	 -10.0250	 -14.4568	 -9.8657	 -13.4155	 -13.0264	 -13.6172	 -10.3277	 -8.8643	 -9.7957	 -9.1079	 -9.5196	 -14.2801	 -9.7437	 -14.1090	 -14.9333	 -17.3477	 -13.8763	 -10.5591	 -11.0130	 -13.8452	 -13.8452	 -9.8963	 -12.7691	 -11.6381	 -12.2449	 -8.2246	 -11.4235	 -9.6588
