Probe Name	 brain_MD_12	 brain_MD_61	 brain_MD_15	 brain_MD_57	 brain_MD_33	 brain_MD_64	 brain_MD_17	 brain_MD_62	 brain_MD_63	 brain_MD_32	 brain_MGlio_1	 brain_MGlio_2	 brain_MGlio_3	 brain_MGlio_4	 brain_MGlio_5	 brain_MGlio_6	 brain_MGlio_7	 brain_MGlio_8	 brain_MGlio_9	 brain_MGlio_10	 brain_Rhab_1	 brain_Rhab_2	 brain_Rhab_3	 brain_Rhab_4	 brain_Rhab_5	 brain_Rhab_6	 brain_Rhab_7	 brain_Rhab_8	 brain_Rhab_9	 brain_Rhab_10	 brain_Ncer_1	 brain_Ncer_2	 brain_Ncer_3	 brain_Ncer_4	 brain_PNET_1	 brain_PNET_2	 brain_PNET_3	 brain_PNET_4	 brain_PNET_5	 brain_PNET_6	 brain_PNET_7	 brain_PNET_8	 
U53204	116.6850	 189.2228	 225.6876	 199.2565	 239.6251	 87.6113	 160.5185	 201.9360	 280.4227	 108.9367	 88.9325	 152.8894	 186.0038	 264.0271	 109.2287	 197.2575	 96.7599	 151.9293	 179.2498	 185.0959	 134.1289	 116.5626	 157.5411	 119.1516	 124.1858	 138.5737	 145.5390	 244.3472	 228.1959	 383.7765	 204.2828	 182.6665	 137.6329	 229.0557	 229.0557	 149.5564	 202.5348	 157.8082	 249.4698	 117.7941	 141.4737	 102.1772
X13916	159.1540	 277.4319	 214.5335	 295.2077	 345.9180	 175.2782	 191.5460	 218.0693	 252.1667	 198.9261	 80.9372	 136.5070	 207.4636	 130.8593	 117.5700	 155.9176	 66.9714	 89.0256	 152.3947	 155.8692	 56.5225	 151.4769	 215.0752	 159.8456	 202.7532	 121.1703	 227.3186	 304.1086	 239.5711	 377.1761	 168.8724	 212.5297	 145.2447	 284.9689	 284.9689	 76.8672	 260.6943	 176.9489	 320.5078	 160.1266	 169.3400	 112.4254
D87258	155.7979	 180.0059	 163.8506	 237.7423	 204.2005	 91.9237	 231.9141	 259.1835	 230.5603	 152.6308	 86.8753	 131.1588	 117.4318	 149.0139	 55.7529	 98.0538	 96.7724	 192.5672	 115.9217	 155.4272	 66.8328	 79.9226	 262.8269	 52.1479	 191.2748	 336.1067	 119.6877	 120.9300	 173.2173	 407.0495	 253.8355	 198.7601	 207.8528	 128.5717	 128.5717	 160.2063	 165.5195	 155.1463	 168.1240	 148.1993	 185.1738	 185.4283
Z31560	87.2829	 99.5908	 121.8481	 121.3258	 211.5703	 56.4177	 111.3704	 182.3050	 177.7086	 79.3748	 80.7721	 110.1469	 132.9270	 133.9064	 104.7097	 130.0511	 67.8428	 86.7169	 124.8723	 154.6185	 50.8085	 45.8572	 103.4774	 42.9471	 68.9666	 167.0197	 90.8664	 109.5824	 157.5497	 362.5872	 149.0083	 154.6963	 127.2846	 137.2940	 137.2940	 107.6975	 156.6901	 114.5841	 198.5730	 108.1422	 121.6773	 122.8396
M32886	416.8436	 954.9787	 1511.8107	 1006.5763	 878.0831	 674.8611	 823.3194	 1342.5659	 1702.5124	 632.7693	 1013.2793	 1047.8995	 1272.2726	 1761.8272	 843.7082	 1222.6098	 720.5706	 557.6435	 1388.5206	 1403.9963	 235.1201	 152.2862	 257.6290	 151.1867	 164.9666	 722.9664	 409.3465	 215.8277	 334.0098	 1748.3754	 1359.0530	 1166.9671	 922.1774	 1339.0278	 1339.0278	 411.6392	 1533.9037	 728.2460	 1419.6619	 867.1310	 954.8216	 862.8433
J04164	298.1758	 413.0817	 648.1914	 614.5097	 557.8724	 292.6358	 438.0631	 642.7568	 603.2595	 383.9250	 518.9787	 621.9981	 663.6902	 818.9321	 363.7650	 794.8768	 369.7215	 346.3636	 677.9218	 693.5851	 265.0618	 135.4044	 162.2204	 233.7405	 197.9986	 347.0652	 251.6284	 464.6088	 292.7747	 479.0407	 689.4007	 464.5472	 507.3137	 573.4344	 573.4344	 419.9391	 590.7158	 584.4458	 534.3305	 349.9929	 473.7656	 380.7515
M12125	65.9842	 97.8588	 134.8783	 129.9392	 122.9539	 55.6813	 99.0974	 127.9879	 126.0918	 78.8710	 86.0110	 119.9839	 136.9471	 164.4613	 73.4429	 160.8528	 79.9542	 121.6252	 128.5208	 123.8557	 57.1442	 50.1264	 64.9664	 44.6965	 50.1129	 137.8760	 71.5880	 102.3866	 100.0783	 205.2374	 101.0964	 90.6693	 97.3245	 103.6038	 103.6038	 77.7629	 115.8389	 98.9396	 121.7976	 73.0891	 73.2601	 89.7159
D29958	29.8667	 39.3761	 55.8839	 50.2272	 54.0367	 28.2329	 45.9926	 57.0343	 62.9748	 33.8115	 38.7963	 50.9523	 60.9663	 63.2247	 32.3890	 72.4365	 30.6634	 51.8809	 50.9221	 50.7231	 27.6519	 27.7869	 29.4508	 27.5844	 28.4821	 53.8522	 35.6189	 53.0977	 51.0973	 80.9484	 42.5902	 35.6544	 37.2187	 43.6429	 43.6429	 31.6425	 49.0852	 44.6705	 50.3622	 30.1282	 29.3020	 37.4369
D17400	82.6464	 155.8240	 327.9059	 250.0326	 295.4051	 129.5330	 185.0863	 282.0926	 313.1548	 183.4915	 212.2455	 271.4892	 232.4713	 344.2146	 322.0899	 266.4782	 119.9621	 111.6167	 271.8190	 317.0526	 46.6460	 20.3004	 59.7178	 26.0739	 26.0684	 72.0946	 30.1110	 103.7171	 84.1745	 365.9963	 366.8066	 266.3560	 239.2675	 324.3728	 324.3728	 93.0717	 245.5936	 189.5704	 273.6110	 179.3772	 260.1305	 137.2110
D83174	942.3756	 1240.9567	 2012.9115	 1695.2272	 1614.3464	 880.0696	 1275.1832	 2101.9931	 2294.1030	 1111.9635	 1281.5062	 1404.5363	 1625.7912	 2248.0610	 1192.3848	 2581.2714	 1267.4868	 970.1129	 1864.7025	 1605.1728	 871.0675	 390.0869	 565.8449	 570.1330	 777.7229	 1295.2965	 702.4183	 1184.2521	 875.1875	 2016.8096	 1852.5873	 1470.5602	 1233.3782	 2143.4334	 2143.4334	 1142.3690	 2084.2472	 1344.2762	 1893.8835	 1179.1159	 1282.0384	 1285.1377
D83735	109.3878	 153.2957	 205.3017	 193.4567	 190.2596	 92.1811	 150.3827	 174.2664	 246.2561	 121.3218	 148.8210	 211.6032	 238.7872	 268.2315	 130.7635	 219.6552	 139.5616	 193.9647	 206.4285	 205.2812	 98.3073	 92.0495	 123.9370	 83.1453	 84.3869	 218.8352	 133.2564	 194.8768	 211.7464	 297.6542	 189.3267	 144.9856	 159.3797	 192.1410	 192.1410	 141.8601	 225.8778	 152.7408	 211.3355	 117.0522	 134.4950	 143.8613
D84454	127.7973	 160.2746	 224.5560	 206.9795	 191.9434	 104.3773	 175.5088	 234.6605	 297.9834	 124.6851	 164.8709	 204.0833	 244.0240	 310.5084	 146.3408	 279.2273	 162.8827	 204.8165	 219.9482	 212.2954	 109.0499	 81.8280	 97.9704	 63.4426	 75.2081	 202.6819	 81.1235	 149.0076	 219.6577	 318.1738	 203.3990	 169.6725	 176.7703	 201.5749	 201.5749	 167.4929	 237.0536	 170.5508	 240.1780	 133.3695	 155.8631	 165.9548
L38969	62.7219	 222.4591	 85.5651	 140.8871	 258.0263	 114.3946	 108.1625	 304.0272	 193.0785	 93.0607	 170.1612	 355.5975	 314.7979	 339.1366	 134.0027	 374.5680	 143.8676	 133.0007	 324.6799	 262.8072	 62.7544	 34.7688	 40.1668	 42.8655	 49.1628	 103.5369	 61.4114	 111.1973	 64.9206	 183.8948	 289.3451	 216.3969	 143.8985	 277.2847	 277.2847	 167.9458	 376.6178	 292.1296	 258.2642	 144.7312	 245.0080	 199.1300
U12465	396.5142	 747.3330	 794.1708	 917.9731	 991.3124	 424.0170	 686.7767	 886.3862	 1110.3215	 602.2130	 699.7227	 870.9884	 1106.3616	 1085.0962	 556.5525	 997.8334	 507.1883	 693.3794	 971.2570	 956.5061	 330.9671	 255.8179	 294.5753	 292.2923	 355.9064	 634.1175	 356.0877	 738.6572	 670.2209	 1038.2715	 745.1374	 728.6347	 711.3313	 734.6995	 734.6995	 547.8156	 838.4009	 682.3427	 1091.6171	 570.5584	 558.3485	 719.0865
D80005	467.2257	 590.8549	 472.3744	 713.6721	 708.2828	 381.6753	 582.5346	 626.4847	 975.8823	 429.9549	 619.3275	 712.0945	 687.0828	 1060.7738	 499.0272	 847.4421	 537.4163	 864.0071	 745.0503	 749.6619	 507.0908	 543.2055	 622.6019	 505.6896	 537.8633	 964.6215	 696.7262	 908.3153	 1015.1320	 1273.8835	 312.5171	 266.0494	 175.3439	 857.4563	 857.4563	 648.3526	 883.2847	 655.1628	 827.9814	 444.9961	 493.6789	 559.6644
D87463	350.9588	 311.8758	 277.9891	 349.4483	 513.4885	 240.3410	 505.2714	 330.2371	 633.0478	 239.6301	 456.6753	 532.0646	 504.4404	 698.6397	 357.7601	 608.6236	 317.3664	 615.5646	 592.7577	 581.7799	 405.7715	 505.3704	 447.2994	 211.1939	 452.0147	 645.3282	 505.4821	 366.3986	 547.6066	 918.3750	 254.6404	 201.4188	 110.8669	 430.9723	 430.9723	 287.2477	 607.6110	 437.9721	 550.7003	 317.5065	 441.0629	 307.2799
U90902	112.8986	 142.3473	 127.5170	 224.7107	 200.5262	 90.7100	 158.4327	 198.7238	 241.5704	 111.2426	 150.3879	 182.8795	 194.1089	 250.8260	 124.5656	 236.0145	 109.3074	 149.7901	 229.4242	 191.8685	 172.4257	 133.1175	 96.3549	 128.4646	 159.2314	 205.0162	 150.5341	 235.9749	 237.7883	 315.6043	 98.6138	 86.8950	 65.9201	 115.2629	 115.2629	 93.7020	 142.8086	 174.0638	 151.9301	 109.1348	 104.2352	 113.6272
D26070	145.2114	 179.5077	 145.8930	 245.2236	 227.2106	 113.0282	 187.7827	 220.5608	 294.2073	 135.2125	 169.8214	 212.9354	 242.3479	 294.7400	 155.3861	 303.8627	 163.6305	 262.8651	 241.1810	 228.1958	 194.5330	 180.8820	 188.0170	 158.8024	 187.4082	 265.3712	 190.2134	 281.3947	 306.6550	 353.0456	 114.1273	 81.4350	 54.1294	 213.6274	 213.6274	 169.5970	 233.9465	 203.6425	 218.3951	 133.8425	 176.1279	 150.6679
X63578	112.6903	 121.5886	 123.4482	 111.9041	 191.6177	 93.2650	 158.0389	 177.9256	 254.9909	 133.1316	 152.9777	 189.5452	 188.3242	 247.0881	 126.7843	 200.1182	 119.6322	 235.2337	 195.1088	 198.5216	 147.2559	 94.0174	 110.1531	 111.8465	 146.4054	 230.5904	 148.8608	 207.2279	 170.7749	 252.7623	 108.0488	 78.6536	 61.4553	 165.3270	 165.3270	 114.1305	 178.3536	 129.8018	 160.7335	 111.9099	 118.6033	 122.9690
Z15108	140.9260	 196.5836	 221.8287	 226.7040	 249.2858	 106.7841	 196.8598	 171.8019	 327.9741	 159.1169	 212.9252	 260.9565	 298.6082	 309.3711	 215.6034	 315.6046	 196.9352	 312.2891	 269.4832	 270.8701	 223.4595	 201.9544	 244.8561	 194.0352	 225.6369	 301.5706	 231.2229	 302.3440	 318.1575	 376.6092	 174.0994	 144.5286	 107.6745	 245.0168	 245.0168	 194.1245	 288.9899	 245.6912	 234.9135	 124.6868	 173.8503	 205.0922
L35592	123.5190	 105.7850	 183.3727	 166.8084	 182.4971	 93.7439	 145.3863	 194.9349	 275.2943	 120.7858	 147.5355	 179.7519	 199.5833	 293.7286	 141.6366	 271.7620	 144.8909	 220.1578	 200.7250	 196.7288	 169.9754	 156.8682	 172.5565	 111.9198	 158.4489	 198.9577	 169.8626	 252.2025	 293.3865	 348.0745	 136.5629	 103.4215	 74.0107	 200.0395	 200.0395	 141.9758	 225.5090	 185.8318	 217.8007	 125.5509	 124.5039	 141.9249
L10338	17.8430	 18.8510	 27.8463	 23.1808	 26.6407	 14.0373	 25.8876	 29.9596	 44.6127	 13.7554	 22.5293	 40.8376	 43.9253	 56.1881	 22.3377	 39.3045	 24.4508	 28.4063	 29.9474	 37.1207	 12.2578	 14.6951	 19.0115	 11.9470	 15.8048	 45.0708	 22.7240	 37.6908	 44.9161	 49.0007	 22.7230	 19.4183	 12.3806	 40.8374	 40.8374	 31.1101	 59.0845	 22.6746	 52.3760	 20.6421	 30.5638	 27.5798
L33243	73.2282	 83.5600	 96.3113	 80.5607	 109.3010	 54.3939	 90.9151	 92.1426	 168.1485	 61.2331	 74.7589	 106.8418	 131.9267	 154.7844	 75.6007	 131.3277	 95.1583	 142.1629	 106.3311	 121.6761	 63.3500	 75.4159	 98.6751	 71.0749	 76.6924	 166.2650	 111.5114	 132.9277	 151.4952	 209.2408	 94.3488	 70.9593	 48.5472	 153.2589	 153.2589	 104.7449	 182.0223	 111.5444	 166.2450	 68.5065	 104.0513	 113.4201
L77864	122.6127	 188.9743	 218.4220	 250.6551	 257.7488	 118.0158	 189.8588	 252.8214	 312.8080	 145.1331	 167.7325	 246.2851	 304.1965	 364.8085	 166.6780	 417.7474	 170.7862	 353.1930	 257.1494	 263.2674	 227.4938	 194.7630	 166.5499	 194.6731	 226.5281	 338.2653	 256.7166	 347.4811	 302.2359	 427.8722	 140.1478	 108.9119	 80.6270	 241.4567	 241.4567	 183.7469	 255.1470	 259.1365	 233.4301	 135.1437	 151.9088	 173.3014
J04469	22.0196	 23.7074	 27.2729	 24.9332	 26.6284	 22.3498	 23.1037	 24.7931	 31.4711	 21.0695	 23.1302	 25.8563	 27.8105	 34.6731	 22.1078	 31.4808	 21.6671	 27.7107	 28.0130	 28.1281	 22.0608	 21.0840	 22.8647	 21.0857	 21.2090	 30.1944	 22.2691	 29.5510	 27.6318	 36.2966	 29.5119	 24.1743	 24.1727	 27.2144	 27.2144	 22.2232	 26.7545	 23.7991	 25.9795	 21.0179	 22.9747	 21.1596
M80397	55.8858	 72.5687	 99.2160	 99.4903	 91.8555	 46.6901	 79.3707	 90.3884	 110.8884	 60.3636	 75.6151	 93.3336	 102.6829	 124.6056	 70.4339	 116.2915	 65.7610	 114.0574	 100.4790	 95.6912	 74.8071	 63.5828	 78.8058	 60.5254	 70.6429	 104.7955	 79.1008	 110.4182	 116.3506	 145.1275	 96.7407	 72.1169	 75.5729	 88.8526	 88.8526	 64.8827	 100.6845	 80.3826	 86.9445	 59.3888	 74.5754	 69.8582
X14830	46.3840	 96.0348	 122.7111	 113.7438	 113.8898	 51.2117	 84.1716	 114.0783	 141.8975	 75.0122	 97.3499	 110.1287	 135.0002	 146.3139	 88.2825	 130.3509	 77.7249	 131.0578	 129.7399	 117.1352	 85.7764	 70.5771	 98.4786	 65.3386	 74.7278	 100.1565	 83.8933	 124.1693	 112.7931	 174.3888	 94.1089	 86.9809	 103.2559	 80.9993	 80.9993	 70.4335	 90.9290	 98.4576	 95.8390	 55.7558	 68.8815	 72.3795
U97018	20.1100	 23.7525	 27.5563	 25.1157	 26.8833	 20.8653	 23.0113	 25.8104	 33.7864	 20.3698	 23.2990	 26.3349	 29.0479	 34.8292	 20.1550	 34.3278	 22.2417	 30.5487	 29.5019	 27.2534	 22.5132	 22.2517	 24.3866	 21.1010	 21.8235	 33.0305	 24.1531	 32.1441	 35.1378	 42.9542	 27.3691	 23.0303	 22.6493	 29.7168	 29.7168	 24.6108	 28.8031	 24.7149	 27.2622	 19.9472	 21.3828	 21.4535
HG4178-HT4448	75.7188	 114.4850	 149.0622	 167.0585	 141.3771	 67.6934	 122.9527	 152.0668	 241.0392	 93.4229	 119.4672	 156.2285	 167.7245	 233.5029	 93.7223	 197.2477	 90.7291	 169.3999	 159.5499	 174.6250	 99.5464	 73.0763	 89.4304	 77.1874	 84.4026	 192.3699	 88.4732	 187.7060	 210.7116	 285.9088	 181.4557	 104.1230	 113.4081	 180.6303	 180.6303	 91.3011	 153.2025	 126.8687	 140.6810	 62.8442	 122.1592	 86.9186
K02882	77.3750	 87.7103	 119.2451	 116.0175	 106.5788	 64.8485	 98.9574	 113.5767	 141.7636	 79.0809	 93.8334	 111.2669	 119.0431	 147.9285	 88.6412	 141.6701	 95.2991	 121.3198	 116.9349	 110.6077	 104.7400	 97.2763	 107.5989	 92.5161	 98.4949	 135.0771	 101.5198	 130.5178	 153.0186	 179.6209	 117.0110	 98.2242	 93.6264	 122.1544	 122.1544	 97.9673	 123.4140	 107.5205	 120.5273	 74.1250	 98.8127	 92.8811
X52228	18.1504	 24.4535	 34.6034	 35.2184	 31.4319	 14.5231	 25.0374	 33.2547	 43.8221	 20.3450	 22.4564	 27.4046	 33.6006	 42.8992	 18.2432	 35.8380	 18.1579	 37.7295	 32.5666	 28.1231	 20.0044	 21.7455	 20.5617	 18.3191	 21.7866	 33.2040	 20.3086	 38.6481	 41.6263	 53.7882	 26.5939	 21.3013	 24.7279	 24.5801	 24.5801	 17.2868	 20.8910	 24.5964	 28.5897	 16.6973	 17.1499	 16.9337
U22314	3.0333	 3.8053	 4.8709	 4.8797	 4.4264	 2.7199	 3.6162	 4.7117	 5.9710	 3.2845	 3.9481	 4.3332	 4.8142	 6.3490	 3.4494	 5.2106	 3.4328	 5.4563	 5.0293	 4.3708	 4.2502	 3.8763	 4.5352	 3.5271	 4.1865	 5.0921	 3.6420	 5.1770	 5.9256	 7.0429	 4.2025	 2.8475	 3.8651	 4.0539	 4.0539	 3.2227	 3.6424	 4.1379	 3.9766	 2.7171	 3.1716	 3.0274
D29675	89.0280	 118.5791	 126.2252	 127.4257	 116.5337	 70.2111	 107.7795	 125.4500	 150.7340	 76.1580	 105.0146	 122.3604	 123.5710	 159.1388	 97.2948	 146.6809	 104.3854	 140.4514	 132.8498	 125.8750	 115.5492	 90.2416	 114.2045	 91.0322	 95.6001	 151.6516	 111.1678	 147.2053	 158.6759	 241.2787	 141.8864	 106.6492	 94.0332	 144.3437	 144.3437	 113.3172	 135.0751	 120.3833	 151.5557	 84.6474	 122.4041	 95.9826
S82471	8.5644	 10.6611	 13.3645	 14.8609	 12.8088	 7.5595	 10.7556	 13.2533	 21.1903	 10.3488	 11.1418	 12.1631	 15.6057	 21.6064	 10.2101	 17.8134	 9.5769	 17.8775	 13.5840	 13.2140	 12.2668	 10.8832	 11.7960	 10.0637	 11.6260	 13.8931	 10.5162	 17.8289	 21.2082	 34.4999	 11.6080	 9.8782	 11.1178	 10.8702	 10.8702	 9.3433	 10.2744	 11.2117	 10.5692	 7.7965	 9.1595	 9.4813
M54951	47.2007	 58.9069	 72.3372	 73.3311	 70.6307	 41.7027	 57.4012	 68.5824	 86.9263	 45.6117	 58.7567	 70.1261	 78.8405	 90.5786	 57.6882	 85.8346	 53.9875	 80.0835	 74.3863	 72.0832	 56.4193	 54.4562	 63.9461	 51.9120	 61.1899	 83.7586	 62.7896	 76.8984	 88.1549	 105.9162	 68.1135	 57.6437	 55.6486	 70.2759	 70.2759	 51.1959	 75.1953	 66.1165	 71.9175	 42.7741	 58.5172	 51.0066
