Probe Name	 brain_MD_12	 brain_MD_61	 brain_MD_15	 brain_MD_57	 brain_MD_33	 brain_MD_64	 brain_MD_17	 brain_MD_62	 brain_MD_63	 brain_MD_32	 brain_MGlio_1	 brain_MGlio_2	 brain_MGlio_3	 brain_MGlio_4	 brain_MGlio_5	 brain_MGlio_6	 brain_MGlio_7	 brain_MGlio_8	 brain_MGlio_9	 brain_MGlio_10	 brain_Rhab_1	 brain_Rhab_2	 brain_Rhab_3	 brain_Rhab_4	 brain_Rhab_5	 brain_Rhab_6	 brain_Rhab_7	 brain_Rhab_8	 brain_Rhab_9	 brain_Rhab_10	 brain_Ncer_1	 brain_Ncer_2	 brain_Ncer_3	 brain_Ncer_4	 brain_PNET_1	 brain_PNET_2	 brain_PNET_3	 brain_PNET_4	 brain_PNET_5	 brain_PNET_6	 brain_PNET_7	 brain_PNET_8	 
U48705	2948.3930	 1782.8337	 1332.3852	 1829.2440	 134.8680	 2298.4313	 1646.6947	 2493.0789	 60.2688	 3091.2249	 1901.3005	 1251.9130	 1481.2530	 1759.8164	 1596.2113	 2619.3495	 1246.7674	 2428.3177	 1502.3181	 1647.9099	 2314.7143	 923.4636	 1465.5701	 2235.6255	 3577.6218	 1616.1443	 1560.0540	 187.0414	 166.7526	 137.5290	 1623.6348	 2966.8106	 2463.2333	 64097.0571	 118.5802	 1390.1845	 188.2374	 1748.1747	 79.4250	 2472.2904	 1322.1158	 3285.6113
X86809	777.8378	 68.0000	 2942.3961	 3.3567	 35.9863	 19.4990	 61.1025	 53.5942	 6.5767	 518.4538	 357.3756	 287.3909	 512.6123	 97.3732	 2559.0294	 715.0296	 2261.4899	 155.1927	 350.2755	 450.5801	 515.0350	 53.6585	 44.5748	 2609.8733	 203.8562	 2.5730	 33.2641	 226.9768	 9.9779	 5.0535	 36.5847	 90.6784	 311.0166	 218.7674	 53.2299	 31.7211	 83.3114	 66.3417	 36.7623	 5.0425	 44.7393	 2272.7976
U45955	2229.3822	 1289.4880	 164.1534	 217.9092	 172.5439	 2020.4676	 1453.5019	 1597.8929	 120.6200	 99155934.4082	 3051.9891	 3032.0910	 3216.2270	 192.5420	 2346.2857	 1598.4313	 2149.3239	 3339.7812	 1733.2571	 1499.6272	 2791.2568	 2246.1541	 2648.9167	 1234.2431	 1587.0329	 1339.8619	 2344.3118	 1370.4734	 1396.7914	 36.2792	 72.9343	 1196.6319	 2675.7078	 2364.2733	 47.8857	 2464.9690	 72.8835	 2736.3230	 69.0051	 2355.9022	 953.9147	 2370.1562
U53204	335.6434	 583.3277	 314.8712	 442.0079	 296.1678	 280.5204	 88.8618	 4194.2736	 256.5990	 456.1435	 550.3715	 135.8128	 3186.6851	 265.0819	 647.0491	 3943.5798	 364.9392	 408.4003	 1059.8814	 625.7626	 637.2320	 659.7671	 322.5827	 435.6114	 876.7899	 284.8249	 177.9879	 281.4847	 282.9394	 162.7824	 578.5714	 65.5391	 371.1438	 549.9635	 81.0646	 77.1983	 289.2859	 107.8599	 56.6515	 171.4793	 14.7837	 221.8516
X13916	79.8307	 93.0323	 26.4246	 110.6014	 103.4486	 57.6920	 41.1266	 113.2358	 115.5304	 28.1271	 3063.0794	 164.0366	 57.2755	 200.0708	 1649.4525	 199.3628	 2125.7972	 3638.7022	 158.2178	 154.5687	 162906014.9223	 137.2072	 172.6966	 137.5433	 82.5866	 1695.8421	 590.3590	 31.1410	 44.9791	 79.0927	 79.9159	 14.8693	 119.6347	 151.2592	 56.4134	 2329.1569	 72.8964	 97.9650	 19.5339	 80.6267	 68.9551	 1560.7548
D87258	66.0367	 54.1974	 96.5898	 65.7902	 26.1333	 1131.7977	 2599.0158	 100.4245	 2241.8764	 148.3661	 1590.6399	 156.3218	 227.9707	 165.2602	 2337.2484	 1620.2545	 1303.3344	 29.0537	 1572.0859	 115.2342	 2458.3059	 2818.9131	 126.3404	 20876208993.1554	 49.7445	 76.0465	 98.4091	 136.2658	 96.8580	 81.8116	 62.9541	 10.4618	 30.7012	 137.5760	 107.6584	 55.2530	 69.2960	 135.2549	 51.4070	 38.0504	 37.8879	 33.0007
Z31560	70.1345	 36.6777	 698.3991	 772.6128	 98.7451	 1302.0940	 43.9920	 101.4010	 109.7232	 145.6619	 156.8770	 38.7477	 147.6964	 156.9926	 35.5958	 168.5485	 141.0831	 105.4801	 3512.9435	 113.5770	 1576.6195	 1307.6220	 32.4860	 3115.3838	 181.3587	 101.9861	 99.9393	 38.6001	 145.9479	 2.5134	 9.9729	 79.1373	 117.5914	 186.4247	 56.4221	 5.9572	 79.5519	 145.4546	 70.8303	 9.9211	 111.4747	 450.0613
M32886	1317.0959	 1716.7870	 164.0846	 1780.8600	 1788.8774	 2519.0218	 1392.4862	 129.2669	 37.5600	 2577.1529	 1832.9224	 1755.3187	 271.6878	 32.4843	 1746.5924	 176.5434	 2638.0174	 2848.0716	 213.1285	 166.9299	 2018.4404	 1063.6040	 1618.5095	 1553.5942	 2075.0693	 3131.9026	 1484.4679	 1545.1281	 1685.2606	 100.2633	 97.1005	 106.3366	 1720.1097	 2435.6432	 84.5950	 1707.6974	 31.1895	 2743.3856	 94.3515	 1355.4852	 1496.6635	 1586.8440
J04164	81.8364	 52.6682	 87.8845	 119.4305	 544.9664	 286.2750	 77.6670	 107.2894	 108.6208	 123.0921	 137.2063	 99.6504	 151.1718	 110.2853	 140.5307	 111.6444	 91.2927	 240.5860	 108.7857	 104.8319	 2087.6266	 2300.3062	 2899.7853	 1628.0387	 3508.0530	 146.2529	 1547.2845	 43.5825	 239.3635	 40.3063	 52.1690	 30.0777	 23.2757	 98.3468	 203.8664	 41.8734	 2487.4065	 3207.3389	 21.2625	 41.7244	 18.4136	 135.7182
M12125	83.5426	 61.4892	 84.5700	 87.2123	 77.4533	 60.5054	 64.9740	 77.2042	 9.3150	 19.4412	 249.4049	 86.2851	 88.9492	 61.6295	 66.0454	 56.4626	 13.7291	 102.7352	 88.6383	 85.7526	 104.9680	 107.1528	 101.9811	 1363.9509	 187.3628	 64.5884	 73.3697	 82.4564	 91.7186	 3.6194	 44.6388	 549.8614	 86.4645	 43.8114	 39.0229	 19.1864	 19.8596	 82.1825	 67.2540	 45.5015	 45.0924	 533.2375
D29958	30.8011	 63.5756	 58.3532	 85.3158	 80.0955	 51.2730	 75.1938	 48.3852	 47.8037	 165.9147	 87.8989	 77.5800	 65.4178	 48.9486	 26.5868	 5.4836	 18.6900	 91.7664	 92.6494	 18.5127	 64.7932	 54.6644	 41.3555	 67.7088	 93.8044	 68.3969	 675.6141	 82.6545	 72.9426	 3.3847	 3.1734	 397.9522	 85.3950	 15.1694	 49.7241	 8.9985	 71.5562	 91.1558	 70.4863	 28.4293	 33.6993	 2806.3606
D17400	723.7027	 2619.6332	 37.3612	 24.2331	 63.4638	 1963.0515	 1264.8377	 90.3891	 68.0945	 1333.6684	 161.6510	 116.9479	 129.3375	 19.4491	 39.1820	 79.4809	 1864.9136	 1707.3654	 98.6355	 82.5159	 691.1701	 429.0133	 656.8751	 526.7157	 546.0306	 797.6913	 565.0766	 906418204801031900000000000.0000	 732.6762	 18.4106	 9.5548	 70.4695	 128.4041	 1395.0859	 45.1687	 122.6585	 89.5995	 1364.2900	 70.1750	 1120.8405	 42.4918	 2413.3183
D83174	1154.2858	 187.9359	 55.8284	 128.6825	 260.3996	 2971.6489	 163.2126	 21.5263	 361.2003	 1922.9268	 375.0268	 158.0542	 233.8618	 374.2083	 2190.7373	 166.4931	 181.7235	 1652.1118	 131.1169	 215.9337	 3252.3549	 988.9340	 514087869691651160000000.0000	 2013.1913	 2955.2991	 148.3018	 2230.7771	 1580.6796	 3304.7914	 35.6772	 70.5298	 166.2947	 309.0596	 1805.1547	 7.6567	 1243.9901	 11.7027	 153.5834	 66.2044	 1748.0077	 71.1798	 146.6355
D83735	116.1568	 49.2597	 118.6080	 157.5856	 126.5939	 1383.8373	 60.5424	 144.7047	 118.6199	 152.9389	 74.6484	 126.3318	 155.3003	 119.4122	 110.1440	 137.3354	 32.0097	 144.5829	 74.5675	 116.7678	 191.3472	 1614.4159	 152.5041	 1630.8416	 1710.1434	 100.1444	 111.8259	 116.0458	 133.8741	 102.4907	 1385.3875	 91.0911	 37.1252	 153.8575	 1717.3801	 47.1419	 84.9816	 55.1743	 17.0441	 33.1465	 78.6511	 97.1717
D84454	61.6223	 78.8595	 2548.4694	 119.1900	 12.6266	 1080.1608	 62.3940	 19.8833	 109.4092	 104.5772	 48.5007	 253.9963	 93.6779	 102.5563	 116.7758	 113.1757	 64.5453	 193.9024	 2435.5546	 689.4606	 1428.5342	 2841.5757	 1428.3946	 2048.9625	 2306.8048	 51.0655	 2883.3485	 126.0930	 2298.2974	 89.0209	 1.5351	 19.8650	 51.1350	 88.0556	 9.5005	 33.2610	 11.7055	 88.2081	 54.8670	 80.1809	 64.5290	 60.5414
L38969	1053.7556	 1571.1979	 1015.7126	 2466.3704	 194.0686	 68412779307809391000.0000	 64577.8960	 165.6729	 1578.8130	 1562.1499	 3631.5865	 73.5377	 204.7034	 148.6519	 3001.0324	 54.9096	 2720.2460	 2590.9463	 152.5817	 244.3821	 1275.4365	 689.8244	 849.8846	 1076.1770	 1160.7089	 194.2491	 1084.4972	 340284471782.8640	 1253.8680	 1525.7983	 126.5906	 1398.4356	 2670.0931	 2560.6101	 133.8042	 3077.3638	 26.5032	 148.5641	 121.4886	 2146.4530	 155.7386	 1654.1889
U12465	110.2604	 73.4844	 105.9720	 71.2480	 46.7481	 60.9263	 47.7536	 86.0847	 59.9478	 88.7270	 82.5219	 73.4999	 59.0896	 77.7275	 2430.8977	 79.5800	 17.8043	 25.0072	 62.7055	 41.9155	 522.8898	 2623.9079	 691.4368	 358.4349	 471.2605	 134.0278	 257.2396	 177.4748	 217.5839	 60.9929	 52.5826	 68.0484	 91.9704	 81.8272	 50.9695	 102.9957	 50.9517	 113.4385	 38.0908	 1585.6822	 128.8958	 67.1166
D80005	74.1986	 72.0562	 87.2341	 168.7003	 187.4354	 1317.1021	 93.3297	 37.4814	 22.3702	 131.2510	 52.5748	 128.2646	 34.8856	 115.1499	 128.7358	 97.9974	 77.5324	 107.1678	 676.0812	 1191.4773	 126.7759	 115.4484	 47.1956	 145.1004	 210.7352	 77.4763	 52.8457	 91.6103	 78.8391	 79.3306	 1235.1102	 2389.7852	 18730.2030	 264899369.6651	 41.5953	 18.5888	 10.1528	 22.3707	 5.3700	 63.4022	 33.3520	 72.0313
D87463	28.8937	 125.6133	 241.5906	 140.1124	 172.9480	 165.2307	 185.0162	 85.0455	 183.8275	 358.3470	 135.1269	 160.1204	 234.5554	 122.2436	 120.7453	 240.9132	 91.9544	 224.0608	 176.9236	 148.3623	 323.8960	 257.2979	 236.3299	 407.3669	 337.6488	 129.0164	 197.2673	 361.5081	 216.7338	 18.1584	 220.1839	 1897.1247	 3008.4476	 2883.1790	 2920.9023	 98.5681	 101.9112	 212.0409	 96.4401	 89.1962	 82.5602	 155.3557
U90902	74.9475	 67.2838	 111.6841	 5.3544	 6.0532	 51.0653	 50.1296	 7.1796	 4.5121	 103.5052	 59.4539	 47.1458	 11.6758	 3.2886	 94.3990	 4.4024	 75.9787	 115.0720	 4.9516	 38.2383	 66.2438	 105.1079	 129.0099	 102.4143	 97.6846	 4.7760	 54.3578	 3.5353	 4.0416	 3.2873	 74.4109	 83.7471	 86.0588	 62.0066	 57.0923	 42.4610	 55.8087	 52.8682	 40.1230	 65.0496	 47.9301	 78.8224
D26070	29.8193	 41.8540	 53.6798	 90.3499	 146.1469	 119.0587	 629.6542	 77.6341	 122.4846	 209.7267	 82.1629	 163.2768	 235.6600	 134.8866	 112.8251	 122.5040	 42.4151	 206.1012	 166.4174	 171.4032	 3361.4887	 311.8287	 1813.6686	 80.3667	 3061.8913	 120.7617	 922.7123	 119.5977	 113.0154	 105.2544	 137.4108	 1583.1150	 2482.3575	 2766.4099	 17.7933	 17.3591	 81.4473	 171.9351	 63.7413	 106.1027	 9.0873	 111.2917
X63578	24.5829	 959.1368	 2696.6697	 135.1545	 66.2094	 38.3716	 68.3538	 69.4430	 2.4467	 10.5505	 68.4040	 67.3493	 83.1674	 4.0797	 63.6344	 55.0998	 196.6048	 43.7983	 62.7919	 41.7914	 78.3062	 52.5248	 17.2251	 20.0609	 96.1789	 9.3340	 66.5798	 51.6483	 82.6322	 4.3280	 15.2878	 82.7399	 119.4894	 1538.0298	 57.1431	 1.1958	 58.7716	 13.4295	 57.4768	 9.4671	 133.8960	 951.5567
Z15108	47.8495	 172.4068	 57.4847	 64.2121	 72.6208	 39.6375	 188.1216	 14.6092	 51.6373	 38.4446	 60.1311	 56.2608	 56.2731	 53.5624	 76.3871	 55.4634	 108.3377	 61.0041	 73.0857	 69.0017	 91.6655	 2920.0400	 88.5716	 476.9381	 81.8314	 46.2181	 76.8217	 50.8026	 49.6461	 3.8998	 7.1952	 32.3505	 96.9137	 1474.9987	 45.1908	 51.1164	 63.1382	 83.5708	 1.4366	 21.1284	 8.0741	 1249.1827
L35592	99.5719	 153.9314	 35.1534	 42.0068	 40.6742	 1355.2440	 97.9171	 243.1838	 114.9938	 150.2764	 115.5835	 18.0755	 2462.5090	 103.7299	 122.1300	 114.8140	 100.3238	 143.5908	 2540.4627	 499.5336	 35.1593	 90.8630	 24.8025	 201.9273	 101.1440	 783.5864	 25.5836	 100.8159	 99.5807	 69.2747	 91.9406	 1734.5768	 3605.0768	 3457.8535	 128.0795	 52.7268	 60.7180	 48.1572	 14.7212	 78.9111	 54.7788	 85.2159
L10338	1817.1598	 1944.3725	 1265.7784	 1050.3018	 1197.8031	 1366.8163	 1208.6444	 50.6148	 10.1207	 739043281808551160000000.0000	 1213.5846	 80.1154	 92.0146	 10.5516	 1211.0668	 73.9556	 1101.5394	 1013.8818	 64.1622	 76.0564	 225.9187	 1547.6905	 2089.6381	 628.9090	 1801.3338	 59.8765	 1091.1535	 63.2525	 66.3723	 36.9744	 1091.4792	 2263.4016	 89.5319	 719.8453	 50.6028	 49.4785	 12.9255	 1105.1764	 17.1035	 2258.8966	 44.3455	 1321.9897
L33243	2782.2385	 1407.7092	 1509.8388	 1500.6087	 210.4283	 1933.0951	 1568.7358	 1582.6651	 39.2013	 2465.9841	 1519.2927	 168.6577	 197.7663	 46.9566	 1497.5542	 220.5562	 1473.0473	 177.0155	 196.0223	 180.4717	 2814.8588	 1398.1416	 1721.2290	 3099.5168	 1744.7640	 28.3539	 177.4165	 121.0752	 59.7662	 159.8412	 1426.6063	 2713.1031	 2132.9600	 2193.2957	 39.5086	 1044.7601	 211.4104	 157.4633	 9.5235	 2463.2465	 1340.7705	 106.3992
L77864	111.2311	 44.4856	 99.4859	 127.2974	 164.4165	 132.2988	 122.4203	 138.5751	 186.4929	 388.3861	 96.9868	 175.7341	 208.5562	 126.6728	 149.8921	 120.4799	 62.0011	 237.4460	 192.2013	 163.5289	 260.2463	 715.2993	 142.2883	 983.5856	 723.6597	 128.3862	 185.6168	 122.1828	 159.8533	 131.2017	 115.3340	 1408.0490	 2967.8902	 2797.4682	 71.6777	 14.8251	 16.5622	 177.0264	 85.6902	 87.7503	 101.8673	 65.4761
J04469	1128.4532	 67.4688	 21.0626	 56.8616	 14.6324	 1122.0273	 97.0245	 58.7442	 103.5648	 153.4448	 111.7287	 17.8231	 596.1057	 108.2829	 109.8775	 82.1291	 99.0122	 285.8688	 304.1245	 182.0175	 104.2576	 142.0896	 124.8052	 1659.0691	 1805.6772	 74.1872	 70.7924	 2877.4607	 158.5866	 111.0893	 1420.8083	 38.1364	 93.0024	 141.6267	 9.6049	 6.3566	 7.4880	 64.1236	 14.7692	 1319.9278	 67.3369	 109.8558
M80397	96.2449	 17.9893	 118.5503	 146.2692	 108.8939	 109.2615	 355.6324	 123.0342	 141.8455	 137.1475	 251.1920	 88.3864	 178.9998	 163.9779	 35.7080	 127.8987	 81.8935	 166.7069	 141.5919	 137.8235	 58.2263	 109.1648	 685.4760	 135.3772	 75.9631	 104.6685	 537.6247	 121.9050	 118.7220	 81.9722	 32.6349	 14.3127	 57.2503	 126.2722	 15.6177	 14.2867	 102.3441	 868.5994	 67.8447	 68.6057	 13.1084	 37.7336
X14830	19.4484	 65.2125	 45.3218	 48.0207	 45.8463	 4.0387	 77.2458	 44.3374	 3.9087	 78.0777	 70.2062	 45.0077	 6.6450	 3.0618	 75.9055	 6.0406	 64.5918	 5.7716	 6.2102	 47.4864	 81.1101	 11.6615	 73.9801	 121.3943	 100.4527	 55.1577	 62.8620	 38.5787	 44.5063	 2.4813	 56.3476	 66.8947	 58.7079	 84.2906	 43.2711	 4.8540	 58.3970	 64.3203	 54.7174	 52.0264	 39.1784	 64.5459
U97018	134.0354	 118.0960	 695.2875	 40.1598	 309.4982	 1422.7784	 68.4739	 29.3411	 161.7135	 172.9430	 163.8243	 76.7907	 200.9595	 196.5582	 217.1953	 177.1559	 123.3301	 251.2642	 183.9885	 388.3282	 205.9886	 163.9538	 75.5006	 201.7857	 233.4969	 134.8381	 77.1500	 101.5203	 173.1570	 104.1132	 134.2983	 71.0075	 157.1509	 172.2531	 67.8696	 37.7864	 1323.7070	 60.0257	 7.7827	 129.1871	 83.2815	 116.7910
HG4178-HT4448	55.2914	 39.5394	 205.1229	 88.4475	 35.0992	 834.8267	 24.0947	 266.1720	 81.7799	 82.5316	 36.6972	 810.3820	 94.8514	 83.7292	 69.9913	 96.8524	 57.9164	 118.0389	 1736.8778	 69.3954	 85.0785	 112.0862	 71.0664	 114.7217	 115.9504	 30.1330	 46.5665	 20.8061	 81.9496	 47.6534	 38.2353	 49.5073	 59.4650	 93.5539	 40.7129	 31.0051	 186.4842	 13.9963	 5.8545	 1100.1829	 21.6567	 56.7096
K02882	154.3521	 221.5230	 448.0545	 461.0024	 180.3866	 1525.7494	 299.0897	 62.2964	 227.6841	 361.3971	 364.5635	 93.3829	 1659.8204	 237.9203	 280.0905	 262.8782	 178.0204	 2007.9436	 391.8334	 132.0643	 214.5519	 297.3559	 143.9406	 366.4266	 455.2723	 171.2922	 181.4617	 174.4703	 196.5749	 172.4670	 40.4626	 108.5862	 359.8165	 327.6868	 41.4848	 100.4593	 351.2833	 136.0192	 14.3207	 1591.2675	 116.3153	 268.5449
X52228	597.2440	 129.5946	 102.9392	 122.1405	 137.6613	 67.1106	 131.8231	 100.5727	 19.8116	 123.1265	 117.1661	 122.9837	 170.0478	 77.3859	 971.4891	 108.7638	 770.6396	 118.4255	 124.4866	 122.5097	 123.4808	 169.3967	 109.4599	 3138.2594	 207.9597	 90.0145	 111.1153	 88.4493	 78.2922	 10.8606	 70.3301	 78.0742	 164.1436	 408.7155	 73.2910	 26.4195	 62.9595	 141.1312	 75.1577	 25.0834	 1.7614	 28.7473
U22314	22.2463	 15.1670	 4.8670	 4.9972	 11.4594	 858.0667	 32.8414	 5.4296	 18.9326	 33.1874	 23.7728	 7.7598	 6.5847	 6.5297	 25.4140	 6.6526	 3.2732	 52.9592	 3.8206	 15.0050	 15.9845	 28.0061	 9.4410	 31.3764	 24.1291	 2.9822	 28.9847	 9.7643	 15.4811	 22.7246	 17.0257	 22.9001	 25.3630	 23.7258	 14.5676	 10.8770	 30.1789	 23.1728	 17.4880	 38.3597	 8.5910	 21.5046
D29675	1060.1271	 40.6850	 56.2284	 21.0570	 74.6161	 841.7569	 71.7432	 48.1379	 38.6200	 1125.2469	 72.8252	 55.4345	 80.9866	 12.5673	 67.2986	 44.3570	 48.7245	 61.9048	 71.8675	 50.0777	 105.1211	 161.8896	 108.5505	 165.3542	 181.2870	 33.9148	 74.7999	 40.0407	 15.7086	 8.0192	 22.6376	 27.2902	 117.6731	 1169.7999	 22.5062	 29.0510	 24.5403	 12.4488	 21.6351	 949.8082	 18.3412	 49.8427
S82471	211.9500	 67.9248	 46.0524	 64.6578	 54.7291	 8.6935	 65.5792	 37.4158	 3.2513	 70.1173	 59.3968	 37.8063	 48.5689	 2.3604	 70.7212	 2.4846	 44.3413	 4.5834	 39.9759	 38.9160	 46.3871	 85.1986	 72.2399	 73.8499	 75.8185	 42.7702	 58.3864	 3.4327	 3.1140	 2.5996	 55.3895	 49.1424	 67.1673	 52.4849	 53.0265	 43.7415	 50.0047	 75.2761	 43.4650	 5.0892	 48.1378	 48.4210
