Probe Name	 brain_MD_12	 brain_MD_61	 brain_MD_15	 brain_MD_57	 brain_MD_33	 brain_MD_64	 brain_MD_17	 brain_MD_62	 brain_MD_63	 brain_MD_32	 brain_MGlio_1	 brain_MGlio_2	 brain_MGlio_3	 brain_MGlio_4	 brain_MGlio_5	 brain_MGlio_6	 brain_MGlio_7	 brain_MGlio_8	 brain_MGlio_9	 brain_MGlio_10	 brain_Rhab_1	 brain_Rhab_2	 brain_Rhab_3	 brain_Rhab_4	 brain_Rhab_5	 brain_Rhab_6	 brain_Rhab_7	 brain_Rhab_8	 brain_Rhab_9	 brain_Rhab_10	 brain_Ncer_1	 brain_Ncer_2	 brain_Ncer_3	 brain_Ncer_4	 brain_PNET_1	 brain_PNET_2	 brain_PNET_3	 brain_PNET_4	 brain_PNET_5	 brain_PNET_6	 brain_PNET_7	 brain_PNET_8	 
X86693	0.0964	 0.0815	 0.0907	 0.0639	 0.0697	 0.1087	 0.1018	 0.0888	 0.0599	 0.1065	 0.3115	 0.1365	 0.1319	 0.2137	 0.2178	 0.2142	 0.2355	 0.0804	 0.2014	 0.1245	 0.2049	 0.0700	 0.0707	 0.4094	 0.0727	 0.0679	 0.0930	 0.1563	 0.0561	 0.0548	 0.1071	 0.0983	 0.1034	 0.1051	 0.1051	 0.1142	 0.1065	 0.0724	 0.0776	 0.1469	 0.1098	 0.1722
M93426	0.1853	 0.1361	 0.1523	 0.1540	 0.1337	 0.2313	 0.1812	 0.1564	 0.0954	 0.2296	 0.2870	 0.2501	 0.1919	 0.1646	 0.4003	 0.2832	 0.3137	 0.1315	 0.2338	 0.2580	 0.2638	 0.2148	 0.1481	 0.3843	 0.1717	 0.0951	 0.1532	 0.1925	 0.1468	 0.0761	 0.1200	 0.1211	 0.1580	 0.1124	 0.1124	 0.1842	 0.1437	 0.4389	 0.0980	 0.1752	 0.1349	 0.2270
U48705	0.3113	 0.2609	 0.2943	 0.2447	 0.1861	 0.3756	 0.2767	 0.3741	 0.1660	 0.3553	 0.6881	 0.6600	 0.6121	 0.2760	 0.9810	 0.4107	 0.6112	 0.4403	 0.7257	 0.5995	 0.4188	 0.6310	 0.3063	 0.4387	 0.3286	 0.2665	 0.2586	 0.2334	 0.2073	 0.1219	 0.2572	 0.3248	 0.4564	 0.2260	 0.2260	 0.2530	 0.2363	 0.2455	 0.1773	 0.3476	 0.2910	 0.3193
X86809	0.1652	 0.1228	 0.1682	 0.0935	 0.1041	 0.1732	 0.1154	 0.1082	 0.0949	 0.1704	 0.2715	 0.2526	 0.2669	 0.1160	 0.3189	 0.2647	 0.3798	 0.1265	 0.2369	 0.2516	 0.2597	 0.1009	 0.1021	 0.3202	 0.1515	 0.0918	 0.1050	 0.1570	 0.0940	 0.0834	 0.1981	 0.1416	 0.2364	 0.1367	 0.1367	 0.1495	 0.1293	 0.1832	 0.1086	 0.1434	 0.1475	 0.1633
U45955	0.4869	 0.3504	 0.2748	 0.2993	 0.2967	 0.5358	 0.3811	 0.3203	 0.2164	 0.4447	 0.4726	 0.4325	 0.4516	 0.2560	 0.5736	 0.3570	 0.5513	 0.4338	 0.3436	 0.3720	 0.4621	 0.6013	 0.4650	 0.8176	 0.7888	 0.3268	 0.4853	 0.3602	 0.3396	 0.1989	 0.2570	 0.3556	 0.4802	 0.2025	 0.2025	 0.4299	 0.2713	 0.4456	 0.2588	 0.4636	 0.3821	 0.5057
U53204	0.3713	 0.2679	 0.2372	 0.2586	 0.2280	 0.4548	 0.3000	 0.2601	 0.2045	 0.3862	 0.4522	 0.3118	 0.2711	 0.2116	 0.3855	 0.2639	 0.4247	 0.3121	 0.2740	 0.2735	 0.3342	 0.3734	 0.3067	 0.3615	 0.3588	 0.3354	 0.3214	 0.2259	 0.2387	 0.1607	 0.2541	 0.2778	 0.3369	 0.2356	 0.2356	 0.3162	 0.2624	 0.3015	 0.2240	 0.3705	 0.3226	 0.4118
X13916	0.2769	 0.1744	 0.2130	 0.1641	 0.1464	 0.2542	 0.2349	 0.2107	 0.1845	 0.2256	 0.5290	 0.3174	 0.2207	 0.3318	 0.3640	 0.2803	 0.6438	 0.4869	 0.2883	 0.2828	 0.7582	 0.2855	 0.2117	 0.2769	 0.2241	 0.3524	 0.2017	 0.1599	 0.1956	 0.1385	 0.2588	 0.2152	 0.3023	 0.1680	 0.1680	 0.5611	 0.1817	 0.2495	 0.1545	 0.2761	 0.2606	 0.3889
D87258	0.2870	 0.2557	 0.2784	 0.2006	 0.2314	 0.4589	 0.2043	 0.1875	 0.2090	 0.2961	 0.4826	 0.3341	 0.3731	 0.2987	 0.7223	 0.4334	 0.4375	 0.2408	 0.3763	 0.2858	 0.6088	 0.5156	 0.1867	 0.7726	 0.2382	 0.1569	 0.3693	 0.3639	 0.2636	 0.1346	 0.1896	 0.2332	 0.2233	 0.3434	 0.3434	 0.2786	 0.2692	 0.2891	 0.2656	 0.2976	 0.2486	 0.2472
Z31560	0.3581	 0.3237	 0.2728	 0.2747	 0.1783	 0.5204	 0.2915	 0.2012	 0.2078	 0.3829	 0.3826	 0.2935	 0.2583	 0.2529	 0.3090	 0.2586	 0.4393	 0.3600	 0.2681	 0.2264	 0.5776	 0.6286	 0.3096	 0.6674	 0.4372	 0.2144	 0.3486	 0.2999	 0.2263	 0.1251	 0.2343	 0.2241	 0.2619	 0.2493	 0.2493	 0.3005	 0.2232	 0.2842	 0.1874	 0.3031	 0.2704	 0.2746
M32886	0.2446	 0.1165	 0.0816	 0.1098	 0.1223	 0.1525	 0.1323	 0.0891	 0.0758	 0.1656	 0.1097	 0.1070	 0.0933	 0.0744	 0.1287	 0.0957	 0.1462	 0.1840	 0.0864	 0.0861	 0.4074	 0.6147	 0.3773	 0.6245	 0.5739	 0.1449	 0.2470	 0.4496	 0.2920	 0.0742	 0.0896	 0.0969	 0.1194	 0.0882	 0.0882	 0.2420	 0.0823	 0.1469	 0.0853	 0.1237	 0.1139	 0.1247
J04164	0.2415	 0.1824	 0.1290	 0.1335	 0.1453	 0.2474	 0.1738	 0.1289	 0.1362	 0.1933	 0.1538	 0.1336	 0.1273	 0.1088	 0.2030	 0.1118	 0.2009	 0.2124	 0.1245	 0.1208	 0.2726	 0.4989	 0.4299	 0.3007	 0.3500	 0.2091	 0.2821	 0.1663	 0.2478	 0.1610	 0.1215	 0.1663	 0.1548	 0.1422	 0.1422	 0.1799	 0.1383	 0.1383	 0.1504	 0.2099	 0.1642	 0.1960
M12125	0.6735	 0.4362	 0.3197	 0.3275	 0.3487	 0.8056	 0.4288	 0.3358	 0.3366	 0.5503	 0.4980	 0.3583	 0.3180	 0.2730	 0.5956	 0.2715	 0.5461	 0.3540	 0.3392	 0.3438	 0.7814	 0.8947	 0.6872	 0.9959	 0.8948	 0.3105	 0.6137	 0.4130	 0.4242	 0.2219	 0.4214	 0.4722	 0.4360	 0.4141	 0.4141	 0.5710	 0.3706	 0.4272	 0.3444	 0.6001	 0.5975	 0.4723
D29958	0.6660	 0.5005	 0.3608	 0.4023	 0.3700	 0.8203	 0.4373	 0.3507	 0.3247	 0.5812	 0.5092	 0.3945	 0.3322	 0.3239	 0.6110	 0.2905	 0.6560	 0.3888	 0.3875	 0.3971	 0.7361	 0.7253	 0.6751	 0.7358	 0.7124	 0.3679	 0.5457	 0.3750	 0.3904	 0.2705	 0.4682	 0.5508	 0.5357	 0.4572	 0.4572	 0.6304	 0.4130	 0.4504	 0.3971	 0.6677	 0.6874	 0.5237
D17400	0.3254	 0.1862	 0.1214	 0.1373	 0.1280	 0.2194	 0.1668	 0.1308	 0.1233	 0.1683	 0.1530	 0.1319	 0.1470	 0.1197	 0.1239	 0.1361	 0.2343	 0.2465	 0.1336	 0.1241	 0.5485	 1.2402	 0.4264	 0.9732	 0.9738	 0.3645	 0.8545	 0.2653	 0.3140	 0.1143	 0.1160	 0.1346	 0.1446	 0.1212	 0.1212	 0.2883	 0.1399	 0.1664	 0.1334	 0.1722	 0.1373	 0.2076
D83174	0.1608	 0.1278	 0.0871	 0.0993	 0.1029	 0.1703	 0.1241	 0.0834	 0.0789	 0.1395	 0.1260	 0.1143	 0.1021	 0.0795	 0.1309	 0.0723	 0.1243	 0.1576	 0.0921	 0.1030	 0.1737	 0.3611	 0.2529	 0.2537	 0.1904	 0.1228	 0.2096	 0.1320	 0.1704	 0.0869	 0.0925	 0.1102	 0.1272	 0.0825	 0.0825	 0.1370	 0.0842	 0.1183	 0.0905	 0.1338	 0.1240	 0.1231
D83735	0.5434	 0.3957	 0.2862	 0.3073	 0.3111	 0.6351	 0.3999	 0.3439	 0.2444	 0.4958	 0.4061	 0.2792	 0.2456	 0.2231	 0.4601	 0.2674	 0.4304	 0.3068	 0.2886	 0.2913	 0.5820	 0.6212	 0.4795	 0.7129	 0.6881	 0.2683	 0.4543	 0.3058	 0.2831	 0.2035	 0.3165	 0.4139	 0.3764	 0.3094	 0.3094	 0.4220	 0.2603	 0.3985	 0.2797	 0.5118	 0.4441	 0.4152
D84454	0.2898	 0.2369	 0.1792	 0.1915	 0.2054	 0.3577	 0.2203	 0.1731	 0.1467	 0.3044	 0.2355	 0.1957	 0.1719	 0.1416	 0.2617	 0.1528	 0.2346	 0.1949	 0.1842	 0.1867	 0.3491	 0.4495	 0.3780	 0.5859	 0.4936	 0.1950	 0.4489	 0.2544	 0.1859	 0.1399	 0.1966	 0.2284	 0.2226	 0.1967	 0.1967	 0.2278	 0.1733	 0.2289	 0.1725	 0.2818	 0.2455	 0.2322
L38969	0.5965	 0.1834	 0.4328	 0.2752	 0.1638	 0.3301	 0.3485	 0.1443	 0.2082	 0.4104	 0.2326	 0.1295	 0.1419	 0.1324	 0.2835	 0.1236	 0.2684	 0.2882	 0.1344	 0.1597	 0.5951	 1.1247	 0.9573	 0.8955	 0.7718	 0.3634	 0.6059	 0.3391	 0.5789	 0.2188	 0.1496	 0.1865	 0.2668	 0.1566	 0.1566	 0.2352	 0.1247	 0.1484	 0.1642	 0.2662	 0.1724	 0.2019
U12465	0.2774	 0.1571	 0.1501	 0.1321	 0.1265	 0.2595	 0.1721	 0.1379	 0.1151	 0.1935	 0.1654	 0.1403	 0.1149	 0.1149	 0.2027	 0.1248	 0.2187	 0.1686	 0.1280	 0.1288	 0.3265	 0.4085	 0.3635	 0.3646	 0.3091	 0.1830	 0.3012	 0.1608	 0.1768	 0.1201	 0.1592	 0.1616	 0.1628	 0.1614	 0.1614	 0.2079	 0.1447	 0.1700	 0.1169	 0.1989	 0.2044	 0.1635
D80005	0.1664	 0.1368	 0.1644	 0.1180	 0.1180	 0.1948	 0.1381	 0.1300	 0.0930	 0.1787	 0.1313	 0.1159	 0.1195	 0.0894	 0.1569	 0.1038	 0.1462	 0.1030	 0.1130	 0.1133	 0.1573	 0.1439	 0.1325	 0.1553	 0.1492	 0.0944	 0.1186	 0.1000	 0.0926	 0.0812	 0.2329	 0.2639	 0.3929	 0.1023	 0.1023	 0.1279	 0.0995	 0.1237	 0.1058	 0.1726	 0.1595	 0.1448
D87463	0.1990	 0.2204	 0.2390	 0.1934	 0.1451	 0.2752	 0.1453	 0.2077	 0.1232	 0.2758	 0.1577	 0.1411	 0.1467	 0.1173	 0.1957	 0.1274	 0.2141	 0.1276	 0.1306	 0.1324	 0.1752	 0.1458	 0.1599	 0.3115	 0.1594	 0.1237	 0.1446	 0.1884	 0.1381	 0.0964	 0.2629	 0.3289	 0.5902	 0.1656	 0.1656	 0.2353	 0.1268	 0.1628	 0.1386	 0.2134	 0.1607	 0.2205
U90902	0.4122	 0.3481	 0.3798	 0.2529	 0.2742	 0.4932	 0.3273	 0.2789	 0.2387	 0.4229	 0.3353	 0.2952	 0.2789	 0.2327	 0.3882	 0.2433	 0.4263	 0.3371	 0.2470	 0.2829	 0.3020	 0.3657	 0.4680	 0.3740	 0.3265	 0.2724	 0.3352	 0.2423	 0.2419	 0.1971	 0.4587	 0.5130	 0.6296	 0.4089	 0.4089	 0.4791	 0.3525	 0.3092	 0.3344	 0.4231	 0.4443	 0.4121
D26070	0.3386	 0.2795	 0.3378	 0.2122	 0.2262	 0.4271	 0.2753	 0.2333	 0.1774	 0.3633	 0.2991	 0.2422	 0.2118	 0.1786	 0.3252	 0.1735	 0.3113	 0.1991	 0.2144	 0.2243	 0.2659	 0.2797	 0.2750	 0.3125	 0.2735	 0.1961	 0.2667	 0.1873	 0.1747	 0.1543	 0.4181	 0.5526	 0.8489	 0.2452	 0.2452	 0.2990	 0.2227	 0.2536	 0.2342	 0.3652	 0.2883	 0.3309
X63578	0.5187	 0.4838	 0.4750	 0.5157	 0.3180	 0.6154	 0.3819	 0.3375	 0.2405	 0.4399	 0.3948	 0.3181	 0.3188	 0.2465	 0.4648	 0.3002	 0.4847	 0.2580	 0.3132	 0.3039	 0.3995	 0.6069	 0.5282	 0.5211	 0.4074	 0.2657	 0.4042	 0.2929	 0.3562	 0.2387	 0.5325	 0.7306	 0.8826	 0.3669	 0.3669	 0.5060	 0.3412	 0.4455	 0.3726	 0.5207	 0.4912	 0.4784
Z15108	0.4509	 0.3412	 0.3039	 0.2945	 0.2669	 0.5683	 0.3436	 0.3836	 0.1954	 0.4120	 0.3151	 0.2543	 0.2192	 0.2080	 0.3130	 0.2033	 0.3429	 0.2072	 0.2499	 0.2416	 0.3003	 0.3306	 0.2747	 0.3458	 0.2994	 0.2141	 0.2920	 0.2139	 0.2004	 0.1657	 0.3832	 0.4457	 0.5602	 0.2750	 0.2750	 0.3431	 0.2286	 0.2755	 0.2862	 0.4952	 0.3833	 0.3246
L35592	0.3465	 0.4057	 0.2487	 0.2690	 0.2464	 0.4523	 0.3055	 0.2330	 0.1747	 0.3556	 0.3003	 0.2485	 0.2295	 0.1682	 0.3129	 0.1792	 0.3066	 0.2112	 0.2292	 0.2332	 0.2610	 0.2828	 0.2601	 0.3879	 0.2793	 0.2286	 0.2623	 0.1889	 0.1670	 0.1483	 0.3200	 0.4121	 0.5671	 0.2288	 0.2288	 0.3097	 0.2062	 0.2407	 0.2131	 0.3430	 0.3491	 0.3048
L10338	0.7407	 0.6908	 0.4864	 0.5681	 0.5059	 0.9218	 0.5115	 0.4570	 0.3482	 0.9270	 0.5810	 0.3684	 0.3542	 0.3053	 0.5905	 0.3781	 0.5395	 0.4794	 0.4558	 0.3945	 1.0668	 0.8688	 0.6953	 1.0822	 0.8235	 0.3455	 0.5727	 0.3922	 0.3484	 0.3287	 0.5854	 0.6777	 1.0365	 0.3714	 0.3714	 0.4521	 0.2929	 0.5891	 0.3173	 0.6402	 0.4501	 0.4914
L33243	0.5741	 0.5047	 0.4509	 0.5164	 0.4059	 0.7442	 0.4669	 0.4652	 0.2589	 0.6764	 0.5636	 0.4090	 0.3239	 0.2783	 0.5498	 0.3297	 0.4482	 0.3076	 0.4134	 0.3558	 0.6636	 0.5494	 0.4392	 0.5938	 0.5459	 0.2587	 0.3936	 0.3273	 0.2845	 0.2067	 0.4517	 0.5893	 0.8063	 0.2824	 0.2824	 0.4206	 0.2384	 0.3940	 0.2610	 0.6101	 0.4146	 0.3843
L77864	0.4410	 0.2896	 0.2545	 0.2259	 0.2232	 0.4735	 0.2863	 0.2246	 0.1954	 0.3737	 0.3245	 0.2320	 0.1954	 0.1707	 0.3218	 0.1560	 0.3195	 0.1743	 0.2216	 0.2179	 0.2471	 0.2832	 0.3302	 0.2817	 0.2470	 0.1812	 0.2248	 0.1775	 0.1965	 0.1523	 0.3843	 0.5106	 0.6667	 0.2368	 0.2368	 0.2939	 0.2266	 0.2210	 0.2393	 0.4060	 0.3594	 0.3163
J04469	0.7592	 0.4966	 0.4154	 0.4693	 0.4277	 0.7743	 0.5240	 0.4669	 0.3530	 0.6558	 0.5181	 0.4406	 0.4041	 0.3270	 0.5689	 0.3517	 0.5801	 0.4030	 0.3998	 0.3956	 0.5675	 0.6521	 0.5304	 0.6993	 0.7250	 0.3757	 0.5625	 0.3800	 0.4025	 0.3122	 0.3745	 0.4791	 0.4837	 0.4190	 0.4190	 0.5638	 0.4225	 0.4963	 0.4416	 0.6636	 0.5187	 0.6341
M80397	0.7350	 0.5611	 0.4047	 0.4052	 0.4485	 0.9034	 0.5233	 0.4527	 0.3605	 0.6832	 0.5449	 0.4378	 0.3963	 0.3187	 0.5800	 0.3405	 0.6272	 0.3487	 0.3988	 0.4232	 0.5455	 0.6501	 0.5161	 0.6818	 0.5843	 0.3883	 0.5181	 0.3574	 0.3445	 0.2748	 0.4240	 0.5696	 0.5475	 0.4590	 0.4590	 0.6343	 0.4016	 0.5049	 0.4724	 0.6988	 0.5514	 0.5918
X14830	0.6642	 0.3690	 0.3096	 0.3248	 0.3192	 0.6290	 0.4108	 0.3182	 0.2691	 0.4547	 0.3691	 0.3331	 0.2833	 0.2610	 0.4008	 0.2944	 0.4377	 0.2882	 0.2901	 0.3153	 0.4063	 0.4806	 0.3674	 0.5144	 0.4646	 0.3599	 0.4142	 0.3021	 0.3273	 0.2217	 0.3808	 0.4049	 0.3521	 0.4310	 0.4310	 0.4770	 0.3928	 0.3689	 0.3710	 0.5895	 0.4839	 0.4633
U97018	0.8635	 0.6337	 0.5231	 0.5872	 0.5434	 1.0141	 0.6522	 0.5669	 0.4132	 0.8242	 0.6589	 0.5539	 0.5017	 0.4014	 0.8491	 0.4102	 0.6993	 0.4637	 0.4781	 0.5281	 0.6946	 0.7050	 0.6119	 0.7696	 0.7250	 0.4270	 0.6205	 0.4328	 0.3981	 0.3316	 0.5257	 0.6667	 0.6841	 0.4812	 0.4812	 0.6030	 0.4947	 0.6073	 0.5353	 0.8771	 0.7494	 0.7469
HG4178-HT4448	0.7651	 0.5663	 0.4618	 0.4222	 0.4759	 0.8343	 0.5372	 0.4565	 0.3175	 0.6639	 0.5424	 0.4453	 0.4235	 0.3231	 0.6636	 0.3672	 0.6707	 0.4153	 0.4409	 0.4075	 0.6316	 0.7984	 0.6770	 0.7524	 0.7183	 0.3812	 0.6809	 0.3883	 0.3510	 0.2710	 0.3956	 0.6008	 0.5619	 0.4027	 0.4027	 0.6649	 0.4491	 0.5215	 0.4834	 0.8881	 0.5323	 0.6900
K02882	0.5763	 0.4984	 0.3439	 0.3541	 0.3986	 0.7148	 0.4390	 0.3665	 0.2799	 0.5546	 0.4685	 0.3735	 0.3417	 0.2662	 0.4943	 0.2826	 0.4562	 0.3379	 0.3554	 0.3781	 0.4135	 0.4445	 0.4024	 0.4765	 0.4457	 0.2886	 0.4260	 0.3041	 0.2598	 0.2251	 0.3501	 0.4390	 0.4610	 0.3306	 0.3306	 0.4400	 0.3202	 0.3935	 0.3357	 0.5942	 0.4421	 0.4736
X52228	0.6643	 0.5211	 0.4103	 0.4055	 0.4468	 0.8053	 0.5148	 0.4177	 0.3510	 0.6010	 0.5581	 0.4796	 0.4196	 0.3585	 0.6522	 0.4051	 0.6558	 0.3879	 0.4292	 0.4658	 0.6129	 0.5706	 0.5968	 0.6535	 0.5665	 0.4213	 0.6003	 0.3769	 0.3650	 0.3065	 0.4921	 0.5697	 0.5198	 0.5176	 0.5176	 0.6891	 0.5877	 0.5142	 0.4689	 0.7134	 0.6863	 0.7001
U22314	7.3642	 5.4924	 4.2475	 4.1764	 4.6773	 8.6837	 5.8407	 4.3616	 3.3329	 6.5967	 5.2866	 4.7495	 4.2553	 3.1229	 6.3061	 3.8676	 6.1585	 3.6539	 4.0651	 4.7330	 4.8371	 5.4849	 4.5362	 6.0479	 4.9149	 3.9996	 5.8487	 3.9049	 3.2932	 2.8126	 4.9206	 8.0061	 5.3391	 5.1157	 5.1157	 6.7304	 5.9178	 4.9511	 5.2508	 8.7754	 6.8877	 7.4209
D29675	0.6691	 0.5019	 0.4612	 0.4577	 0.5110	 0.9020	 0.5594	 0.4777	 0.3567	 0.7654	 0.5712	 0.4808	 0.4763	 0.3334	 0.6211	 0.3701	 0.5772	 0.3866	 0.4303	 0.4656	 0.5236	 0.6603	 0.5197	 0.6597	 0.6294	 0.3511	 0.5333	 0.3672	 0.3356	 0.2428	 0.3882	 0.5742	 0.6418	 0.3776	 0.3776	 0.5271	 0.4212	 0.4877	 0.3520	 0.6928	 0.4809	 0.6302
S82471	1.5048	 1.0844	 0.8610	 0.7963	 0.8802	 1.7075	 1.0532	 0.8495	 0.6910	 1.1290	 1.0125	 0.9224	 0.7899	 0.6730	 1.1461	 0.7321	 1.2883	 0.7336	 0.8505	 0.8624	 0.9230	 1.0547	 0.9539	 1.1746	 0.9778	 0.8446	 1.0857	 0.7347	 0.6862	 0.5797	 0.9655	 1.2119	 1.0282	 1.0446	 1.0446	 1.3373	 1.1460	 1.0120	 1.0928	 1.6738	 1.3756	 1.3120
M54951	0.5913	 0.4959	 0.3842	 0.3801	 0.3948	 0.7381	 0.5011	 0.4086	 0.3063	 0.6078	 0.5012	 0.3992	 0.3450	 0.2910	 0.5014	 0.3125	 0.5308	 0.3328	 0.3704	 0.3889	 0.5207	 0.5338	 0.4518	 0.5526	 0.4673	 0.3225	 0.4600	 0.3492	 0.3002	 0.2550	 0.4188	 0.5082	 0.5221	 0.4011	 0.4011	 0.5620	 0.3621	 0.4393	 0.3867	 0.6637	 0.4989	 0.5642
