Probe Name	 brain_MD_12	 brain_MD_61	 brain_MD_15	 brain_MD_57	 brain_MD_33	 brain_MD_64	 brain_MD_17	 brain_MD_62	 brain_MD_63	 brain_MD_32	 brain_MGlio_1	 brain_MGlio_2	 brain_MGlio_3	 brain_MGlio_4	 brain_MGlio_5	 brain_MGlio_6	 brain_MGlio_7	 brain_MGlio_8	 brain_MGlio_9	 brain_MGlio_10	 brain_Rhab_1	 brain_Rhab_2	 brain_Rhab_3	 brain_Rhab_4	 brain_Rhab_5	 brain_Rhab_6	 brain_Rhab_7	 brain_Rhab_8	 brain_Rhab_9	 brain_Rhab_10	 brain_Ncer_1	 brain_Ncer_2	 brain_Ncer_3	 brain_Ncer_4	 brain_PNET_1	 brain_PNET_2	 brain_PNET_3	 brain_PNET_4	 brain_PNET_5	 brain_PNET_6	 brain_PNET_7	 brain_PNET_8	 
X86693	186.0000	 245.0000	 1160.0000	 47.0000	 226.0000	 121.0000	 655.0000	 1509.0000	 32.0000	 487.0000	 13885.0000	 9249.0000	 9141.0000	 22218.0000	 8411.0000	 12971.0000	 8098.0000	 831.0000	 18351.0000	 5705.0000	 3771.0000	 36.0000	 77.0000	 9431.0000	 37.0000	 177.0000	 575.0000	 4056.0000	 65.0000	 35.0000	 2471.0000	 2090.0000	 2003.0000	 824.0000	 824.0000	 266.0000	 4923.0000	 163.0000	 361.0000	 3099.0000	 811.0000	 4983.0000
M93426	1041.0000	 1284.0000	 1788.0000	 1408.0000	 741.0000	 1032.0000	 990.0000	 3058.0000	 252.0000	 2270.0000	 9359.0000	 18853.0000	 9150.0000	 12269.0000	 17959.0000	 16081.0000	 10625.0000	 1649.0000	 17195.0000	 18273.0000	 3790.0000	 1729.0000	 1027.0000	 6450.0000	 435.0000	 483.0000	 371.0000	 5048.0000	 2109.0000	 200.0000	 2701.0000	 -401.0000	 -330.0000	 1384.0000	 1384.0000	 2164.0000	 9540.0000	 23208.0000	 1689.0000	 1168.0000	 1528.0000	 6029.0000
U48705	1814.0000	 3866.0000	 4071.0000	 2269.0000	 1248.0000	 3083.0000	 2774.0000	 12005.0000	 1606.0000	 3027.0000	 19246.0000	 46185.0000	 33300.0000	 15186.0000	 32632.0000	 15051.0000	 13929.0000	 9578.0000	 50805.0000	 37412.0000	 3727.0000	 6251.0000	 2943.0000	 3165.0000	 2393.0000	 4740.0000	 2122.0000	 3302.0000	 1847.0000	 1875.0000	 13830.0000	 17877.0000	 14019.0000	 6670.0000	 6670.0000	 2326.0000	 16089.0000	 4381.0000	 2803.0000	 6041.0000	 10486.0000	 5682.0000
X86809	479.0000	 493.0000	 2788.0000	 132.0000	 292.0000	 242.0000	 230.0000	 581.0000	 362.0000	 798.0000	 6434.0000	 13881.0000	 14671.0000	 3040.0000	 9350.0000	 11369.0000	 10080.0000	 1354.0000	 15578.0000	 13193.0000	 3050.0000	 39.0000	 97.0000	 3823.0000	 866.0000	 189.0000	 195.0000	 2645.0000	 469.0000	 581.0000	 7066.0000	 1631.0000	 7341.0000	 385.0000	 385.0000	 45.0000	 2567.0000	 3650.0000	 302.0000	 354.0000	 974.0000	 1509.0000
U45955	1462.0000	 2136.0000	 1187.0000	 1355.0000	 1497.0000	 1920.0000	 1168.0000	 3154.0000	 588.0000	 967.0000	 4068.0000	 6970.0000	 9174.0000	 5219.0000	 4416.0000	 6281.0000	 5358.0000	 3993.0000	 6435.0000	 7097.0000	 2091.0000	 2450.0000	 1729.0000	 3713.0000	 3927.0000	 2903.0000	 2334.0000	 3719.0000	 2318.0000	 2597.0000	 3399.0000	 2170.0000	 3584.0000	 878.0000	 878.0000	 3779.0000	 4356.0000	 4065.0000	 2353.0000	 1672.0000	 653.0000	 2992.0000
U53204	374.0000	 750.0000	 651.0000	 717.0000	 369.0000	 629.0000	 297.0000	 946.0000	 417.0000	 477.0000	 3322.0000	 2977.0000	 2811.0000	 2066.0000	 1608.0000	 2680.0000	 2237.0000	 2273.0000	 2935.0000	 2021.0000	 863.0000	 926.0000	 612.0000	 234.0000	 649.0000	 5006.0000	 837.0000	 805.0000	 836.0000	 566.0000	 1475.0000	 321.0000	 2067.0000	 111.0000	 111.0000	 330.0000	 -240.0000	 558.0000	 -183.0000	 148.0000	 -1108.0000	 1390.0000
X13916	949.0000	 467.0000	 1782.0000	 552.0000	 200.0000	 476.0000	 1196.0000	 2623.0000	 1353.0000	 556.0000	 11524.0000	 12597.0000	 5766.0000	 16343.0000	 5984.0000	 7017.0000	 12207.0000	 8755.0000	 10792.0000	 9193.0000	 7293.0000	 1153.0000	 849.0000	 1101.0000	 814.0000	 7176.0000	 730.0000	 872.0000	 1346.0000	 2331.0000	 7923.0000	 3528.0000	 5167.0000	 663.0000	 663.0000	 11302.0000	 3942.0000	 3067.0000	 807.0000	 2208.0000	 3682.0000	 8025.0000
D87258	412.0000	 691.0000	 2270.0000	 572.0000	 1029.0000	 1851.0000	 224.0000	 343.0000	 1453.0000	 1297.0000	 7940.0000	 10314.0000	 11157.0000	 11082.0000	 13236.0000	 10724.0000	 5077.0000	 1795.0000	 13044.0000	 6993.0000	 5156.0000	 2997.0000	 187.0000	 6656.0000	 536.0000	 371.0000	 2217.0000	 4363.0000	 1836.0000	 591.0000	 1104.0000	 1398.0000	 878.0000	 8780.0000	 8780.0000	 1106.0000	 8780.0000	 2651.0000	 3715.0000	 267.0000	 1242.0000	 1602.0000
Z31560	331.0000	 498.0000	 1198.0000	 659.0000	 57.0000	 855.0000	 599.0000	 478.0000	 478.0000	 904.0000	 2431.0000	 3846.0000	 2878.0000	 3831.0000	 1003.0000	 2068.0000	 2568.0000	 2129.0000	 3413.0000	 1386.0000	 1942.0000	 2084.0000	 484.0000	 2424.0000	 919.0000	 529.0000	 675.0000	 1599.0000	 708.0000	 -30.0000	 722.0000	 -434.0000	 932.0000	 640.0000	 640.0000	 343.0000	 827.0000	 1457.0000	 49.0000	 545.0000	 186.0000	 530.0000
M32886	3818.0000	 106.0000	 167.0000	 784.0000	 2068.0000	 -177.0000	 751.0000	 49.0000	 -282.0000	 655.0000	 -392.0000	 1671.0000	 187.0000	 112.0000	 -3087.0000	 3361.0000	 267.0000	 6722.0000	 -54.0000	 -89.0000	 13860.0000	 16897.0000	 11480.0000	 19885.0000	 16622.0000	 10089.0000	 7458.0000	 30842.0000	 14306.0000	 5746.0000	 2501.0000	 96.0000	 637.0000	 2755.0000	 2755.0000	 15762.0000	 -1788.0000	 4040.0000	 1803.0000	 -166.0000	 1447.0000	 -1556.0000
J04164	884.0000	 550.0000	 47.0000	 378.0000	 349.0000	 607.0000	 635.0000	 333.0000	 905.0000	 539.0000	 437.0000	 21.0000	 134.0000	 873.0000	 679.0000	 182.0000	 918.0000	 4370.0000	 -5.0000	 32.0000	 2274.0000	 5546.0000	 5417.0000	 2611.0000	 3689.0000	 3765.0000	 3249.0000	 2183.0000	 3372.0000	 5174.0000	 -42.0000	 112.0000	 266.0000	 833.0000	 833.0000	 734.0000	 952.0000	 563.0000	 1119.0000	 32.0000	 58.0000	 568.0000
M12125	240.0000	 -172.0000	 -29.0000	 93.0000	 27.0000	 299.0000	 19.0000	 -173.0000	 261.0000	 102.0000	 -507.0000	 -726.0000	 -288.0000	 -295.0000	 24.0000	 40.0000	 -375.0000	 78.0000	 -868.0000	 -366.0000	 662.0000	 812.0000	 557.0000	 787.0000	 686.0000	 150.0000	 612.0000	 644.0000	 698.0000	 -340.0000	 182.0000	 -779.0000	 -137.0000	 170.0000	 170.0000	 175.0000	 -384.0000	 -615.0000	 -44.0000	 111.0000	 -951.0000	 -20.0000
D29958	158.0000	 151.0000	 -16.0000	 169.0000	 -235.0000	 -1.0000	 54.0000	 -88.0000	 -174.0000	 -243.0000	 -245.0000	 -1201.0000	 -827.0000	 -312.0000	 99.0000	 -273.0000	 72.0000	 20.0000	 -602.0000	 -1433.0000	 732.0000	 419.0000	 517.0000	 529.0000	 411.0000	 253.0000	 191.0000	 201.0000	 246.0000	 340.0000	 -72.0000	 -1085.0000	 -259.0000	 179.0000	 179.0000	 -35.0000	 86.0000	 -182.0000	 -49.0000	 -121.0000	 -425.0000	 -317.0000
D17400	4480.0000	 3236.0000	 661.0000	 985.0000	 970.0000	 1469.0000	 1470.0000	 2119.0000	 1369.0000	 825.0000	 1964.0000	 1365.0000	 2758.0000	 2834.0000	 480.0000	 2046.0000	 5491.0000	 7423.0000	 2718.0000	 737.0000	 11910.0000	 22692.0000	 8714.0000	 21467.0000	 20204.0000	 17266.0000	 22722.0000	 8345.0000	 8269.0000	 3088.0000	 1050.0000	 -40.0000	 1404.0000	 1196.0000	 1196.0000	 10072.0000	 4452.0000	 2991.0000	 3234.0000	 1496.0000	 1931.0000	 4793.0000
D83174	261.0000	 -389.0000	 -580.0000	 -283.0000	 -810.0000	 -975.0000	 -654.0000	 -981.0000	 -457.0000	 -1146.0000	 -1107.0000	 262.0000	 -1208.0000	 -212.0000	 -2118.0000	 -491.0000	 -1093.0000	 3987.0000	 -2067.0000	 -2326.0000	 974.0000	 4559.0000	 3816.0000	 3602.0000	 1093.0000	 2658.0000	 3400.0000	 2464.0000	 3362.0000	 3785.0000	 -1718.0000	 -2339.0000	 -2221.0000	 -35.0000	 -35.0000	 1298.0000	 -961.0000	 70.0000	 1763.0000	 -1220.0000	 -3226.0000	 -1710.0000
D83735	148.0000	 -295.0000	 116.0000	 -64.0000	 -241.0000	 155.0000	 -49.0000	 418.0000	 -51.0000	 -502.0000	 -1253.0000	 -382.0000	 -1102.0000	 -690.0000	 -408.0000	 -386.0000	 -267.0000	 212.0000	 -260.0000	 -780.0000	 482.0000	 546.0000	 375.0000	 1243.0000	 920.0000	 524.0000	 615.0000	 222.0000	 478.0000	 631.0000	 -6.0000	 -683.0000	 -301.0000	 -201.0000	 -201.0000	 33.0000	 -605.0000	 351.0000	 -183.0000	 -399.0000	 -770.0000	 -947.0000
D84454	-197.0000	 365.0000	 -204.0000	 322.0000	 152.0000	 533.0000	 -320.0000	 -723.0000	 51.0000	 -214.0000	 -248.0000	 -1174.0000	 -226.0000	 -17.0000	 -1008.0000	 -899.0000	 -353.0000	 64.0000	 -889.0000	 -352.0000	 179.0000	 1347.0000	 1609.0000	 2397.0000	 1679.0000	 1192.0000	 3359.0000	 2654.0000	 567.0000	 661.0000	 321.0000	 -908.0000	 -1122.0000	 107.0000	 107.0000	 -186.0000	 -1115.0000	 -187.0000	 -599.0000	 -466.0000	 -320.0000	 160.0000
L38969	11832.0000	 4541.0000	 14159.0000	 5391.0000	 2988.0000	 4588.0000	 7440.0000	 3806.0000	 4830.0000	 7930.0000	 7895.0000	 3627.0000	 6185.0000	 6695.0000	 10334.0000	 3652.0000	 7339.0000	 9392.0000	 6240.0000	 8793.0000	 12218.0000	 15473.0000	 16968.0000	 14488.0000	 13402.0000	 15996.0000	 12987.0000	 11501.0000	 17668.0000	 16672.0000	 7334.0000	 12966.0000	 11589.0000	 5442.0000	 5442.0000	 6178.0000	 6741.0000	 3234.0000	 6925.0000	 6384.0000	 6961.0000	 5303.0000
U12465	1613.0000	 644.0000	 990.0000	 376.0000	 483.0000	 1095.0000	 567.0000	 1024.0000	 531.0000	 597.0000	 685.0000	 1152.0000	 1044.0000	 1789.0000	 2103.0000	 1700.0000	 1634.0000	 2155.0000	 1606.0000	 1001.0000	 3561.0000	 3379.0000	 4283.0000	 2966.0000	 2461.0000	 2404.0000	 2697.0000	 1407.0000	 1488.0000	 2968.0000	 1129.0000	 731.0000	 1336.0000	 519.0000	 519.0000	 488.0000	 1240.0000	 1566.0000	 168.0000	 801.0000	 653.0000	 311.0000
D80005	53.0000	 224.0000	 1883.0000	 76.0000	 -324.0000	 -113.0000	 -208.0000	 744.0000	 -179.0000	 39.0000	 60.0000	 -92.0000	 827.0000	 295.0000	 153.0000	 688.0000	 58.0000	 165.0000	 618.0000	 -84.0000	 1.0000	 -184.0000	 -32.0000	 -132.0000	 112.0000	 47.0000	 -122.0000	 99.0000	 47.0000	 85.0000	 17655.0000	 11422.0000	 12884.0000	 -237.0000	 -237.0000	 -68.0000	 -528.0000	 280.0000	 -54.0000	 74.0000	 834.0000	 49.0000
D87463	169.0000	 1900.0000	 3154.0000	 1127.0000	 547.0000	 797.0000	 4.0000	 2633.0000	 378.0000	 1312.0000	 148.0000	 524.0000	 1992.0000	 679.0000	 755.0000	 808.0000	 1100.0000	 412.0000	 765.0000	 371.0000	 379.0000	 96.0000	 290.0000	 2118.0000	 137.0000	 136.0000	 88.0000	 1910.0000	 592.0000	 461.0000	 11298.0000	 16527.0000	 19886.0000	 878.0000	 878.0000	 1193.0000	 461.0000	 724.0000	 237.0000	 749.0000	 35.0000	 1850.0000
U90902	46.0000	 177.0000	 675.0000	 66.0000	 -36.0000	 15.0000	 -24.0000	 81.0000	 115.0000	 58.0000	 2.0000	 103.0000	 625.0000	 112.0000	 394.0000	 203.0000	 240.0000	 678.0000	 135.0000	 -23.0000	 2.0000	 142.0000	 515.0000	 48.0000	 29.0000	 76.0000	 29.0000	 38.0000	 65.0000	 110.0000	 2440.0000	 3352.0000	 3481.0000	 -188.0000	 -188.0000	 39.0000	 211.0000	 89.0000	 4.0000	 -91.0000	 245.0000	 265.0000
D26070	106.0000	 -337.0000	 1828.0000	 -117.0000	 -107.0000	 116.0000	 155.0000	 -428.0000	 96.0000	 -49.0000	 -480.0000	 -415.0000	 -356.0000	 -100.0000	 -381.0000	 -426.0000	 162.0000	 18.0000	 113.0000	 -432.0000	 -295.0000	 -104.0000	 199.0000	 190.0000	 -275.0000	 210.0000	 -170.0000	 -71.0000	 -157.0000	 130.0000	 10697.0000	 16262.0000	 18113.0000	 62.0000	 62.0000	 -45.0000	 653.0000	 144.0000	 148.0000	 568.0000	 700.0000	 250.0000
X63578	-102.0000	 894.0000	 1333.0000	 1252.0000	 -63.0000	 59.0000	 15.0000	 -226.0000	 -99.0000	 -188.0000	 133.0000	 284.0000	 664.0000	 11.0000	 438.0000	 564.0000	 306.0000	 -196.0000	 341.0000	 70.0000	 13.0000	 528.0000	 854.0000	 173.0000	 -75.0000	 -148.0000	 141.0000	 86.0000	 635.0000	 456.0000	 4808.0000	 7596.0000	 7620.0000	 31.0000	 31.0000	 351.0000	 67.0000	 1245.0000	 -173.0000	 -131.0000	 1680.0000	 620.0000
Z15108	102.0000	 276.0000	 589.0000	 516.0000	 41.0000	 476.0000	 404.0000	 2133.0000	 72.0000	 232.0000	 396.0000	 590.0000	 568.0000	 738.0000	 156.0000	 50.0000	 162.0000	 91.0000	 482.0000	 488.0000	 13.0000	 -147.0000	 20.0000	 2.0000	 -111.0000	 19.0000	 -41.0000	 36.0000	 126.0000	 -170.0000	 3454.0000	 3890.0000	 4642.0000	 76.0000	 76.0000	 258.0000	 19.0000	 -57.0000	 406.0000	 920.0000	 560.0000	 279.0000
L35592	348.0000	 3028.0000	 942.0000	 1068.0000	 938.0000	 1221.0000	 920.0000	 1293.0000	 385.0000	 818.0000	 1064.0000	 3294.0000	 3335.0000	 1346.0000	 1915.0000	 906.0000	 1620.0000	 661.0000	 2154.0000	 2397.0000	 576.0000	 513.0000	 628.0000	 1496.0000	 555.0000	 1408.0000	 349.0000	 526.0000	 407.0000	 927.0000	 7862.0000	 8327.0000	 10842.0000	 712.0000	 712.0000	 612.0000	 2000.0000	 847.0000	 341.0000	 1352.0000	 2538.0000	 1229.0000
L10338	369.0000	 3234.0000	 1432.0000	 1650.0000	 1360.0000	 1857.0000	 -21.0000	 1258.0000	 860.0000	 1716.0000	 308.0000	 -349.0000	 250.0000	 1157.0000	 1073.0000	 1321.0000	 855.0000	 1674.0000	 2875.0000	 846.0000	 3403.0000	 2387.0000	 853.0000	 2688.0000	 1151.0000	 500.0000	 429.0000	 988.0000	 434.0000	 3620.0000	 11693.0000	 8778.0000	 10130.0000	 2145.0000	 2145.0000	 872.0000	 1000.0000	 2612.0000	 -401.0000	 1133.0000	 -3436.0000	 431.0000
L33243	155.0000	 979.0000	 1163.0000	 1623.0000	 -27.0000	 718.0000	 256.0000	 4225.0000	 128.0000	 -280.0000	 -205.0000	 -398.0000	 1357.0000	 1712.0000	 401.0000	 1635.0000	 150.0000	 -70.0000	 3196.0000	 -413.0000	 562.0000	 251.0000	 -598.0000	 -953.0000	 35.0000	 191.0000	 -777.0000	 422.0000	 458.0000	 -501.0000	 7649.0000	 7717.0000	 7210.0000	 -1231.0000	 -1231.0000	 -392.0000	 -1461.0000	 -32.0000	 -911.0000	 -1101.0000	 -1342.0000	 -2549.0000
L77864	1321.0000	 745.0000	 922.0000	 312.0000	 100.0000	 738.0000	 342.0000	 684.0000	 273.0000	 415.0000	 944.0000	 710.0000	 255.0000	 1121.0000	 193.0000	 630.0000	 29.0000	 -58.0000	 922.0000	 305.0000	 254.0000	 536.0000	 396.0000	 439.0000	 687.0000	 43.0000	 268.0000	 128.0000	 559.0000	 561.0000	 8882.0000	 15635.0000	 10710.0000	 147.0000	 147.0000	 -103.0000	 -326.0000	 520.0000	 14.0000	 354.0000	 2404.0000	 -128.0000
J04469	631.0000	 236.0000	 -29.0000	 343.0000	 -25.0000	 531.0000	 -27.0000	 723.0000	 46.0000	 332.0000	 112.0000	 142.0000	 1015.0000	 643.0000	 -433.0000	 -196.0000	 220.0000	 -196.0000	 -1351.0000	 -98.0000	 333.0000	 331.0000	 222.0000	 478.0000	 860.0000	 495.0000	 137.0000	 286.0000	 519.0000	 165.0000	 145.0000	 -369.0000	 288.0000	 1133.0000	 1133.0000	 301.0000	 865.0000	 1098.0000	 970.0000	 434.0000	 2497.0000	 1818.0000
M80397	263.0000	 63.0000	 101.0000	 86.0000	 -178.0000	 111.0000	 -108.0000	 223.0000	 158.0000	 -261.0000	 13.0000	 -54.0000	 -125.0000	 5.0000	 -500.0000	 -247.0000	 270.0000	 -342.0000	 217.0000	 0.0000	 -202.0000	 186.0000	 -247.0000	 212.0000	 6.0000	 114.0000	 177.0000	 38.0000	 75.0000	 -621.0000	 -36.0000	 -257.0000	 189.0000	 215.0000	 215.0000	 35.0000	 894.0000	 435.0000	 317.0000	 372.0000	 822.0000	 134.0000
X14830	560.0000	 193.0000	 108.0000	 199.0000	 118.0000	 248.0000	 216.0000	 315.0000	 147.0000	 92.0000	 110.0000	 327.0000	 144.0000	 312.0000	 195.0000	 98.0000	 355.0000	 62.0000	 303.0000	 32.0000	 206.0000	 280.0000	 165.0000	 -110.0000	 149.0000	 397.0000	 349.0000	 296.0000	 281.0000	 -300.0000	 182.0000	 80.0000	 99.0000	 582.0000	 582.0000	 45.0000	 894.0000	 365.0000	 198.0000	 962.0000	 816.0000	 472.0000
U97018	4823.0000	 3094.0000	 1196.0000	 1829.0000	 1568.0000	 2268.0000	 2489.0000	 3484.0000	 1369.0000	 993.0000	 1917.0000	 12111.0000	 6647.0000	 4203.0000	 6589.0000	 11398.0000	 10092.0000	 15672.0000	 10022.0000	 2505.0000	 5651.0000	 13203.0000	 3772.0000	 12117.0000	 11435.0000	 14676.0000	 5458.0000	 6197.0000	 7204.0000	 1459.0000	 3405.0000	 2355.0000	 1945.0000	 1048.0000	 1048.0000	 10876.0000	 13425.0000	 7408.0000	 4810.0000	 1833.0000	 1126.0000	 11566.0000
HG4178-HT4448	176.0000	 309.0000	 202.0000	 38.0000	 -1328.0000	 254.0000	 196.0000	 28.0000	 197.0000	 -597.0000	 315.0000	 -447.0000	 -2801.0000	 -29.0000	 -1397.0000	 -2552.0000	 -486.0000	 -1301.0000	 1074.0000	 568.0000	 -584.0000	 -189.0000	 -728.0000	 -61.0000	 -508.0000	 304.0000	 -385.0000	 -111.0000	 34.0000	 5.0000	 309.0000	 -56.0000	 487.0000	 309.0000	 309.0000	 343.0000	 538.0000	 362.0000	 421.0000	 535.0000	 1056.0000	 713.0000
K02882	-336.0000	 -712.0000	 -22.0000	 -34.0000	 -344.0000	 77.0000	 -684.0000	 -31.0000	 -241.0000	 -483.0000	 -2000.0000	 -1338.0000	 -269.0000	 -1098.0000	 -1687.0000	 -1784.0000	 -225.0000	 -815.0000	 -1872.0000	 -249.0000	 -294.0000	 15.0000	 -189.0000	 -116.0000	 -497.0000	 -234.0000	 -136.0000	 -28.0000	 -96.0000	 -426.0000	 -248.0000	 377.0000	 -76.0000	 188.0000	 188.0000	 355.0000	 788.0000	 -138.0000	 -683.0000	 17.0000	 700.0000	 265.0000
X52228	11.0000	 -165.0000	 29.0000	 2.0000	 -73.0000	 -19.0000	 56.0000	 124.0000	 64.0000	 -69.0000	 306.0000	 -32.0000	 182.0000	 53.0000	 -247.0000	 61.0000	 -42.0000	 -200.0000	 -260.0000	 202.0000	 -142.0000	 111.0000	 34.0000	 185.0000	 10.0000	 119.0000	 165.0000	 -11.0000	 -18.0000	 70.0000	 200.0000	 80.0000	 -67.0000	 192.0000	 192.0000	 8.0000	 855.0000	 267.0000	 123.0000	 -17.0000	 560.0000	 355.0000
