Probe Name	 brain_MD_12	 brain_MD_61	 brain_MD_15	 brain_MD_57	 brain_MD_33	 brain_MD_64	 brain_MD_17	 brain_MD_62	 brain_MD_63	 brain_MD_32	 brain_MGlio_1	 brain_MGlio_2	 brain_MGlio_3	 brain_MGlio_4	 brain_MGlio_5	 brain_MGlio_6	 brain_MGlio_7	 brain_MGlio_8	 brain_MGlio_9	 brain_MGlio_10	 brain_Rhab_1	 brain_Rhab_2	 brain_Rhab_3	 brain_Rhab_4	 brain_Rhab_5	 brain_Rhab_6	 brain_Rhab_7	 brain_Rhab_8	 brain_Rhab_9	 brain_Rhab_10	 brain_Ncer_1	 brain_Ncer_2	 brain_Ncer_3	 brain_Ncer_4	 brain_PNET_1	 brain_PNET_2	 brain_PNET_3	 brain_PNET_4	 brain_PNET_5	 brain_PNET_6	 brain_PNET_7	 brain_PNET_8	 
AB000466_at	0.6036	 0.4304	 0.3732	 0.3198	 0.5456	 0.7383	 0.4173	 0.4115	 0.3013	 0.6104	 0.4665	 0.3893	 0.3501	 0.2872	 0.5707	 0.3708	 0.5590	 0.3453	 0.3613	 0.3586	 0.5221	 0.5572	 0.5373	 0.5703	 0.5738	 0.3008	 0.4413	 0.3282	 0.2774	 0.2781	 0.3967	 0.8015	 0.5334	 0.6711	 0.3873	 0.4696	 0.3678	 0.4491	 0.4389	 0.6938	 0.6826	 0.5761
AB000467_at	0.5079	 0.3275	 0.3082	 0.2864	 0.4295	 0.5849	 0.3849	 0.3470	 0.2605	 0.5016	 0.4035	 0.3272	 0.2976	 0.2586	 0.4850	 0.3165	 0.4583	 0.3137	 0.3078	 0.3005	 0.4294	 0.4467	 0.3912	 0.5134	 0.5209	 0.2512	 0.3792	 0.2851	 0.2569	 0.2195	 0.3100	 0.4458	 0.3935	 0.5015	 0.2859	 0.3859	 0.2914	 0.3802	 0.3236	 0.5095	 0.5460	 0.4447
AB000468_at	0.3338	 0.2385	 0.2232	 0.2085	 0.2743	 0.3991	 0.3169	 0.2657	 0.1782	 0.3470	 0.2551	 0.1976	 0.1800	 0.1689	 0.3206	 0.2474	 0.3088	 0.2321	 0.1982	 0.1970	 0.4006	 0.3655	 0.3636	 0.5364	 0.4311	 0.1731	 0.2740	 0.2172	 0.2109	 0.1413	 0.2285	 0.3065	 0.3068	 0.3468	 0.1970	 0.3022	 0.1777	 0.2398	 0.2060	 0.3486	 0.3120	 0.2736
AB000584_at	0.3042	 0.2361	 0.2151	 0.2029	 0.2814	 0.3662	 0.2738	 0.2202	 0.1832	 0.3214	 0.2591	 0.2195	 0.2127	 0.1698	 0.3039	 0.1979	 0.3377	 0.2902	 0.2111	 0.2186	 0.2984	 0.4373	 0.3189	 0.5820	 0.6514	 0.1733	 0.2627	 0.2130	 0.2721	 0.1637	 0.2119	 0.3086	 0.2902	 0.3402	 0.1819	 0.3214	 0.1856	 0.2739	 0.1941	 0.3332	 0.2937	 0.2738
AB000816_s_at	1.1117	 0.8980	 0.6425	 0.6134	 0.6848	 1.2984	 0.7900	 0.7380	 0.5533	 0.9641	 0.8202	 0.7405	 0.6043	 0.5679	 0.9136	 0.8738	 1.0950	 0.6016	 0.6548	 0.7040	 0.7117	 0.7662	 0.6448	 0.8183	 0.6775	 0.6188	 0.7828	 0.6101	 0.5301	 0.4476	 0.8732	 0.9601	 0.8020	 1.0174	 0.9334	 1.1915	 0.8588	 0.7642	 0.8566	 1.1524	 1.1326	 1.0103
AB000895_at	0.5311	 0.3752	 0.3329	 0.3106	 0.5021	 0.6401	 0.4406	 0.3787	 0.2582	 0.5500	 0.4360	 0.3335	 0.3267	 0.2489	 0.5392	 0.3194	 0.5123	 0.3361	 0.3210	 0.3169	 0.5516	 0.5504	 0.4853	 0.6152	 0.7043	 0.2469	 0.3812	 0.2866	 0.2456	 0.2168	 0.3439	 0.5409	 0.4987	 0.6343	 0.2920	 0.3878	 0.2776	 0.4009	 0.3379	 0.5800	 0.5173	 0.4546
AB000896_at	0.6250	 0.4551	 0.3847	 0.4130	 0.6212	 0.8032	 0.5043	 0.4581	 0.3220	 0.6353	 0.5006	 0.4068	 0.3851	 0.3250	 0.5992	 0.4088	 0.6263	 0.3581	 0.4515	 0.4023	 0.5430	 0.5529	 0.4990	 0.6339	 0.6403	 0.3392	 0.4386	 0.3267	 0.2992	 0.3083	 0.5180	 0.7335	 0.5688	 0.7419	 0.4773	 0.5927	 0.4625	 0.4693	 0.5219	 0.7131	 0.8171	 0.6529
AB000897_at	0.4438	 0.3575	 0.2978	 0.2971	 0.5106	 0.5782	 0.4121	 0.3171	 0.2287	 0.4446	 0.3810	 0.3217	 0.2794	 0.2361	 0.4305	 0.2984	 0.4394	 0.2571	 0.3468	 0.3186	 0.3690	 0.3704	 0.3363	 0.4068	 0.4169	 0.2513	 0.3490	 0.3012	 0.2224	 0.2193	 0.3897	 0.5665	 0.4008	 0.5142	 0.3402	 0.4112	 0.3393	 0.3149	 0.3595	 0.5547	 0.6098	 0.4875
AB000905_at	0.3586	 0.2811	 0.2340	 0.2202	 0.5460	 0.4543	 0.2842	 0.2614	 0.1970	 0.3282	 0.2765	 0.2578	 0.2204	 0.2021	 0.3169	 0.2315	 0.3516	 0.2105	 0.2422	 0.2531	 0.2900	 0.2900	 0.2765	 0.3292	 0.3649	 0.2199	 0.2756	 0.2134	 0.2008	 0.1958	 0.3357	 0.4627	 0.3109	 0.4050	 0.3047	 0.3580	 0.2780	 0.2804	 0.2909	 0.4457	 0.4656	 0.3657
AB001106_at	0.3197	 0.1956	 0.1954	 0.1981	 0.3523	 0.3548	 0.2876	 0.2846	 0.1527	 0.3254	 0.2046	 0.1839	 0.1810	 0.1544	 0.2364	 0.2504	 0.2908	 0.1817	 0.1631	 0.1551	 0.3665	 0.3095	 0.3060	 0.3720	 0.4580	 0.1640	 0.2509	 0.1806	 0.2089	 0.1280	 0.2371	 0.3184	 0.2972	 0.3528	 0.1948	 0.2469	 0.1652	 0.1976	 0.1647	 0.2920	 0.3025	 0.2729
AB001325_at	0.4083	 0.3587	 0.2972	 0.2930	 0.5221	 0.5389	 0.4335	 0.2965	 0.2291	 0.5049	 0.4100	 0.3183	 0.3043	 0.2211	 0.5033	 0.2523	 0.4204	 0.2921	 0.3153	 0.2934	 0.4275	 0.3799	 0.3342	 0.5038	 0.6384	 0.2469	 0.3292	 0.2139	 0.2721	 0.1975	 0.2937	 0.4645	 0.4901	 0.6697	 0.2470	 0.3233	 0.2414	 0.3446	 0.2615	 0.4894	 0.4811	 0.4976
AB002314_at	0.2365	 0.2140	 0.2092	 0.1827	 0.3954	 0.3118	 0.2175	 0.2187	 0.1470	 0.2903	 0.2111	 0.1916	 0.1753	 0.1445	 0.3280	 0.1779	 0.2543	 0.1663	 0.1804	 0.1825	 0.2339	 0.2135	 0.1716	 0.2392	 0.4961	 0.1691	 0.2153	 0.1469	 0.1925	 0.1661	 0.2635	 0.3380	 0.2475	 0.3828	 0.2369	 0.2746	 0.2041	 0.1944	 0.2199	 0.3319	 0.3443	 0.2920
AB002315_at	0.6619	 0.5671	 0.4142	 0.4574	 0.5072	 0.9243	 0.5861	 0.4697	 0.3623	 0.7345	 0.5203	 0.4201	 0.3976	 0.3532	 0.6385	 0.4667	 0.6314	 0.5500	 0.4230	 0.4268	 0.8858	 0.6692	 0.8425	 0.8678	 0.7664	 0.4265	 0.6003	 0.4160	 0.4343	 0.3755	 0.5874	 0.6716	 0.5656	 0.7755	 0.5034	 0.6808	 0.4658	 0.6315	 0.5015	 0.8645	 0.7123	 0.6454
AB002318_at	0.2564	 0.2316	 0.1862	 0.1847	 0.2040	 0.3620	 0.2507	 0.2059	 0.1497	 0.3391	 0.3024	 0.2152	 0.2040	 0.1518	 0.2912	 0.2096	 0.2774	 0.2230	 0.1997	 0.2025	 0.3523	 0.3176	 0.3097	 0.3817	 0.4135	 0.1515	 0.2529	 0.1573	 0.1492	 0.1271	 0.1953	 0.2582	 0.3159	 0.4344	 0.1762	 0.2400	 0.1720	 0.2640	 0.1733	 0.2354	 0.2809	 0.2766
AB002332_at	0.4027	 0.3443	 0.2750	 0.3055	 0.3230	 0.5204	 0.3519	 0.3254	 0.2248	 0.5602	 0.3741	 0.2732	 0.2824	 0.2245	 0.4158	 0.3127	 0.3599	 0.3103	 0.2498	 0.2676	 0.4032	 0.4329	 0.5630	 0.4824	 0.4853	 0.2510	 0.4053	 0.2543	 0.2630	 0.2318	 0.3104	 0.4071	 0.3967	 0.5272	 0.3134	 0.3920	 0.2776	 0.3832	 0.2475	 0.4294	 0.3966	 0.3674
AB002356_s_at	0.6968	 0.5322	 0.4194	 0.4296	 0.4176	 0.8031	 0.4860	 0.5298	 0.2972	 0.7153	 0.5445	 0.3952	 0.3945	 0.3220	 0.5746	 0.3432	 0.5409	 0.3645	 0.3911	 0.3897	 0.5391	 0.6685	 0.5250	 0.6485	 0.6713	 0.3148	 0.5040	 0.3636	 0.3283	 0.2353	 0.4064	 0.5190	 0.6570	 0.7905	 0.3408	 0.5026	 0.3304	 0.4450	 0.3469	 0.6535	 0.4545	 0.5469
AB002365_at	0.2555	 0.2201	 0.2670	 0.1748	 0.1877	 0.3240	 0.2228	 0.1707	 0.1806	 0.2499	 0.3655	 0.3075	 0.3090	 0.2608	 0.3789	 0.2568	 0.3883	 0.2989	 0.4264	 0.3279	 0.3141	 0.2114	 0.5434	 0.2433	 0.2481	 0.2020	 0.2137	 0.1826	 0.1974	 0.1449	 0.3598	 0.3546	 0.5927	 0.5835	 0.2621	 0.3519	 0.2322	 0.2614	 0.2189	 0.2873	 0.3502	 0.3528
AB002366_at	0.5671	 0.5515	 0.4296	 0.3931	 0.4516	 0.8038	 0.5545	 0.4348	 0.3641	 0.6061	 0.5933	 0.5005	 0.4114	 0.3890	 0.5649	 0.3826	 0.5829	 0.3723	 0.4581	 0.4866	 0.5553	 0.5066	 0.5261	 0.6326	 0.5345	 0.4062	 0.5365	 0.3939	 0.3639	 0.3378	 0.6649	 0.6341	 0.6076	 0.6225	 0.6151	 0.7727	 0.5560	 0.5197	 0.4888	 0.7007	 0.7424	 0.6567
AB002380_at	0.3166	 0.2807	 0.2240	 0.2174	 0.2317	 0.4476	 0.3057	 0.2931	 0.2187	 0.3136	 0.3908	 0.2819	 0.2392	 0.2385	 0.3621	 0.2584	 0.3878	 0.2326	 0.2871	 0.2645	 0.4431	 0.4517	 0.6583	 0.4897	 0.4765	 0.2358	 0.3941	 0.2524	 0.2669	 0.1990	 0.3670	 0.3028	 0.3128	 0.3568	 0.3174	 0.4276	 0.2952	 0.4082	 0.2338	 0.4455	 0.4433	 0.3289
AB002382_at	0.2429	 0.2523	 0.1689	 0.1810	 0.1932	 0.3736	 0.2248	 0.1654	 0.1491	 0.2811	 0.2663	 0.2067	 0.1758	 0.1540	 0.2666	 0.1961	 0.2519	 0.1741	 0.2086	 0.2094	 0.5596	 0.3553	 0.2968	 0.5421	 0.4289	 0.1558	 0.3398	 0.2092	 0.2041	 0.1082	 0.1875	 0.2226	 0.2318	 0.2148	 0.1727	 0.2333	 0.1528	 0.2543	 0.1421	 0.3076	 0.2170	 0.3043
AB002409_at	0.7542	 0.6280	 0.4100	 0.4074	 0.4739	 0.9521	 0.5566	 0.4503	 0.3885	 0.6325	 0.6307	 0.5014	 0.4149	 0.3776	 0.7137	 0.3634	 0.6825	 0.4308	 0.4972	 0.4929	 0.6387	 0.7034	 0.9329	 0.7989	 0.7210	 0.4293	 0.6143	 0.4485	 0.3788	 0.3432	 0.5891	 0.6947	 0.5480	 0.6471	 0.5315	 0.6735	 0.5362	 0.6034	 0.5993	 0.9042	 0.8825	 0.7333
AB002533_at	0.2476	 0.1759	 0.2061	 0.2733	 0.1896	 0.3548	 0.2255	 0.1064	 0.1911	 0.3103	 0.1593	 0.1062	 0.0948	 0.0955	 0.1510	 0.1066	 0.1372	 0.1561	 0.0969	 0.1157	 0.3308	 0.4121	 0.3481	 0.3136	 0.3396	 0.1579	 0.2628	 0.1574	 0.2131	 0.1175	 0.0948	 0.1187	 0.1122	 0.1246	 0.1211	 0.1555	 0.0908	 0.1283	 0.0930	 0.1553	 0.1007	 0.1317
AB002559_at	0.4921	 0.4002	 0.2746	 0.2730	 0.3040	 0.5964	 0.3652	 0.2758	 0.2497	 0.4134	 0.4262	 0.3466	 0.2902	 0.2522	 0.4772	 0.2427	 0.4576	 0.3169	 0.3302	 0.3318	 0.4487	 0.4699	 0.4318	 0.5533	 0.4694	 0.2837	 0.4286	 0.3112	 0.2816	 0.2214	 0.3522	 0.4298	 0.3593	 0.3992	 0.3319	 0.4284	 0.3200	 0.3873	 0.3323	 0.5686	 0.5414	 0.4259
AB003102_at	0.2872	 0.2150	 0.1434	 0.1773	 0.1441	 0.3705	 0.1923	 0.1495	 0.1521	 0.2292	 0.2236	 0.1716	 0.1350	 0.1445	 0.2557	 0.1268	 0.2849	 0.2160	 0.1706	 0.1634	 0.5807	 0.4877	 0.4238	 0.5241	 0.5005	 0.1540	 0.3275	 0.2267	 0.2545	 0.1222	 0.2196	 0.2242	 0.1786	 0.2037	 0.2226	 0.2714	 0.1748	 0.2677	 0.1709	 0.3488	 0.3101	 0.2310
AB003103_at	0.5182	 0.3548	 0.3373	 0.2946	 0.3123	 0.6191	 0.3753	 0.3631	 0.2820	 0.4519	 0.4206	 0.3312	 0.2633	 0.2924	 0.4478	 0.3051	 0.4769	 0.3476	 0.3310	 0.3341	 0.9191	 0.4612	 0.5378	 0.5218	 0.5306	 0.2958	 0.4648	 0.3163	 0.3171	 0.2238	 0.4507	 0.4848	 0.5182	 0.5423	 0.4171	 0.4951	 0.3805	 0.4128	 0.3449	 0.6471	 0.6703	 0.4634
AB003177_at	0.5386	 0.3412	 0.3015	 0.2728	 0.3593	 0.6698	 0.3566	 0.3541	 0.2679	 0.5701	 0.3964	 0.3176	 0.3039	 0.2352	 0.5712	 0.2468	 0.5302	 0.3777	 0.3239	 0.2967	 0.7370	 0.8742	 0.6233	 0.9201	 0.8811	 0.2591	 0.4590	 0.3220	 0.3401	 0.1910	 0.3160	 0.5540	 0.4775	 0.5938	 0.2909	 0.4124	 0.2807	 0.3731	 0.3256	 0.5626	 0.5132	 0.4544
AB003698_at	0.4412	 0.3363	 0.3072	 0.2665	 0.3545	 0.7092	 0.3504	 0.3605	 0.2554	 0.4287	 0.3421	 0.2869	 0.2443	 0.2460	 0.4794	 0.2799	 0.4368	 0.2922	 0.2688	 0.2783	 0.4991	 0.4366	 0.5124	 0.4993	 0.6078	 0.2732	 0.4286	 0.2592	 0.2917	 0.2264	 0.3836	 0.4531	 0.4256	 0.5185	 0.3939	 0.4451	 0.3282	 0.3136	 0.3240	 0.5689	 0.5079	 0.3899
AB004884_at	0.5325	 0.3042	 0.3096	 0.2888	 0.3234	 0.5935	 0.4161	 0.4693	 0.2404	 0.5344	 0.3936	 0.2721	 0.2379	 0.2399	 0.4088	 0.2728	 0.4026	 0.2779	 0.2811	 0.2633	 0.5398	 0.6580	 0.5022	 0.5500	 0.6455	 0.2069	 0.3846	 0.2921	 0.2965	 0.1730	 0.2767	 0.3725	 0.4215	 0.5196	 0.2433	 0.3609	 0.2317	 0.3674	 0.2361	 0.5615	 0.3971	 0.3331
AB005535_s_at	0.6547	 0.5555	 0.4132	 0.3991	 0.4432	 0.8324	 0.5078	 0.4466	 0.3519	 0.5759	 0.5664	 0.4656	 0.3845	 0.3434	 0.5280	 0.3523	 0.5753	 0.3723	 0.3905	 0.4650	 0.4233	 0.4669	 0.3988	 0.5103	 0.4277	 0.3765	 0.4817	 0.3498	 0.3254	 0.2881	 0.5354	 0.5811	 0.4633	 0.5636	 0.5961	 0.7150	 0.5481	 0.4609	 0.5057	 0.6974	 0.7377	 0.6168
AB006190_at	0.5869	 0.4396	 0.3681	 0.3567	 0.4663	 0.7254	 0.4838	 0.4008	 0.3059	 0.5577	 0.4638	 0.3800	 0.3665	 0.2720	 0.5662	 0.2945	 0.5229	 0.3535	 0.3648	 0.3610	 0.5636	 0.5719	 0.5081	 0.6129	 0.6191	 0.2751	 0.4284	 0.3084	 0.2698	 0.2454	 0.3703	 0.5387	 0.5759	 0.6402	 0.3142	 0.4231	 0.3074	 0.4416	 0.3274	 0.6192	 0.5619	 0.4349
AB006781_s_at	0.5190	 0.4521	 0.3397	 0.3375	 0.3833	 0.6386	 0.4113	 0.3545	 0.2664	 0.5449	 0.3997	 0.3594	 0.3400	 0.2569	 0.4673	 0.2754	 0.4537	 0.3144	 0.3137	 0.3539	 0.3729	 0.4586	 0.3641	 0.4615	 0.4337	 0.2798	 0.3825	 0.2899	 0.2610	 0.2148	 0.3443	 0.4575	 0.4207	 0.5382	 0.3338	 0.4346	 0.3440	 0.3623	 0.3327	 0.5552	 0.4251	 0.4719
AB006782_at	0.4683	 0.4783	 0.3227	 0.3477	 0.3882	 0.6977	 0.4396	 0.3140	 0.2350	 0.6747	 0.5228	 0.4051	 0.3967	 0.2361	 0.6099	 0.3271	 0.4516	 0.4638	 0.3398	 0.3656	 0.6245	 0.4786	 0.5229	 0.5376	 0.6323	 0.3284	 0.4689	 0.2785	 0.2644	 0.2128	 0.2868	 0.4388	 0.5335	 0.6627	 0.2532	 0.4601	 0.2735	 0.4338	 0.2307	 0.4857	 0.2060	 0.5070
AC000061_cds2_at	0.3776	 0.3013	 0.2474	 0.2405	 0.3232	 0.5198	 0.3554	 0.2805	 0.2177	 0.4644	 0.3913	 0.3076	 0.2698	 0.2112	 0.4623	 0.2009	 0.4206	 0.2562	 0.2701	 0.2813	 0.3771	 0.3560	 0.3898	 0.4613	 0.4403	 0.2256	 0.3067	 0.2291	 0.2068	 0.1806	 0.3061	 0.4490	 0.4535	 0.5706	 0.2707	 0.3680	 0.2559	 0.3285	 0.2936	 0.4956	 0.4780	 0.3942
AC000061_cds3_at	1.2222	 0.9759	 0.7602	 0.7871	 0.9353	 1.5999	 0.9772	 0.9000	 0.6478	 1.1810	 1.0218	 0.9070	 0.7011	 0.6705	 1.0929	 0.6247	 1.2209	 0.6787	 0.7979	 0.8725	 1.0260	 1.0034	 0.9528	 1.1990	 1.1368	 0.7383	 0.9617	 0.6915	 0.6557	 0.5903	 1.1920	 1.3664	 1.0817	 1.3254	 1.1364	 1.4148	 1.0547	 0.9424	 1.0109	 1.5363	 1.7909	 1.2644
AC000062_at	2.7527	 2.1431	 1.6463	 1.6318	 1.9639	 3.4091	 2.1835	 1.7947	 1.4765	 2.1718	 2.2998	 2.1236	 1.4324	 1.5642	 2.1744	 1.3482	 2.5655	 1.3683	 1.7481	 1.9857	 1.8015	 1.8430	 1.6765	 2.4095	 2.1084	 1.8601	 2.1586	 1.5374	 1.3804	 1.3184	 3.1042	 2.9938	 2.1208	 2.5736	 3.0769	 3.5818	 2.7303	 2.0835	 2.3121	 3.0073	 4.8931	 3.1301
AC000063_s_at	0.8505	 0.6431	 0.4846	 0.4823	 0.5371	 1.0156	 0.7562	 0.5508	 0.4146	 0.7456	 0.6689	 0.5803	 0.5133	 0.4366	 0.7901	 0.4381	 0.7362	 0.4711	 0.5018	 0.5302	 0.5789	 0.6029	 0.5711	 0.6830	 0.6061	 0.4449	 0.6464	 0.4321	 0.4209	 0.3387	 0.5523	 0.7003	 0.6389	 0.8222	 0.5953	 0.7857	 0.6947	 0.6045	 0.6161	 0.8964	 0.8060	 0.8297
AC000064_cds1_at	0.4649	 0.3508	 0.3514	 0.3521	 0.3185	 0.7244	 0.4597	 0.3993	 0.3053	 0.5160	 0.4197	 0.3489	 0.3273	 0.2782	 0.4650	 0.2665	 0.4890	 0.3715	 0.3296	 0.3455	 0.6029	 0.7261	 0.4103	 0.6874	 0.7073	 0.2604	 0.4278	 0.3292	 0.2852	 0.2074	 0.3824	 0.4386	 0.4375	 0.5445	 0.3490	 0.4353	 0.3404	 0.5529	 0.3125	 0.6008	 0.5922	 0.5409
AC000064_cds2_at	0.8646	 0.6827	 0.5821	 0.5466	 0.6534	 1.1130	 0.7787	 0.6682	 0.4875	 0.8673	 0.7037	 0.6322	 0.5168	 0.4854	 0.8119	 0.4565	 0.8291	 0.5237	 0.5733	 0.6071	 0.7394	 0.6836	 0.6325	 0.8492	 0.9884	 0.5088	 0.6670	 0.4910	 0.5156	 0.3990	 0.8225	 0.8999	 0.7740	 0.9790	 0.7490	 0.8823	 0.6820	 0.7036	 0.6587	 0.9981	 1.1290	 0.9475
